reaction_id,family,source,smiles_r,smiles_p,delta_Ea,charge,multiplicity,n_heavy_atoms,quartile,path_r,path_p,path_ts
qmrxn20_sn2_A_E_B_C_B_A,sn2,qmrxn20,[H+].[H]N([H])C([H])(Cl)C([H])(C#N)N([O-])[O-],[H+].[H]N([H])C([H])(Cl)C([H])(C#N)N([O-])[O-],14.577885777637116,-1,1,9,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_B_C_B_A/15.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_B_C_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_B_C_B_A.xyz
qmrxn20_sn2_A_E_B_C_C_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(Br)C([H])(C#N)[N+](=O)[O-],[F-].[H]N([H])C([H])(Br)C([H])(C#N)[N+](=O)[O-],17.144729331743168,-1,1,10,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_B_C_C_B/13.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_B_C_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_B_C_C_B.xyz
qmrxn20_sn2_A_E_B_E_A_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(F)C([H])(N([H])[H])[N+](=O)[O-],[F-].[F-].[H]C(=[N+]([H])[H])C([H])(N([H])[H])[N+](=O)[O-],35.227201221123714,-1,1,9,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_B_E_A_B/15.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_B_E_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_B_E_A_B.xyz
qmrxn20_sn2_A_E_C_B_A_D,sn2,qmrxn20,[Br-].[H]N([H])C([H])(F)C([H])(C#N)[N+](=O)[O-],[F-].[H]N([H])C([H])(Br)C([H])(C#N)[N+](=O)[O-],50.68471071025545,-1,1,10,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_C_B_A_D/12.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_C_B_0_D/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_C_B_A_D.xyz
qmrxn20_sn2_A_E_C_B_C_A,sn2,qmrxn20,[H+].[H]N([H])C([H])(Br)C([H])(C#N)N([O-])[O-],[H+].[H]N([H])C([H])(Br)C([H])(C#N)N([O-])[O-],-2.5895595507750904,-1,1,9,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_C_B_C_A/05.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_C_B_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_C_B_C_A.xyz
qmrxn20_sn2_A_E_C_B_C_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(Br)C([H])(C#N)[N+](=O)[O-],[F-].[H]N([H])C([H])(Br)C([H])(C#N)[N+](=O)[O-],21.128137928761973,-1,1,10,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_C_B_C_B/17.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_C_B_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_C_B_C_B.xyz
qmrxn20_sn2_A_E_C_C_A_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(F)C([H])(C#N)C#N,[F-].[H]N([H])C([H])(F)C([H])(C#N)C#N,32.82821224575925,-1,1,9,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_C_C_A_B/04.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_C_C_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_C_C_A_B.xyz
qmrxn20_sn2_A_E_C_D_B_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(Cl)C([H])(C#N)C([H])([H])[H],[Cl-].[F-].[H]C(=[N+]([H])[H])C([H])(C#N)C([H])([H])[H],19.503993182916066,-1,1,8,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_C_D_B_B/25.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_C_D_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_C_D_B_B.xyz
qmrxn20_sn2_A_E_C_E_B_A,sn2,qmrxn20,[H+].[H]N([H])C([H])(Cl)C([H])(C[N-2])N([H])[H],[H+].[H]N([H])C([H])(Cl)C([H])(C[N-2])N([H])[H],16.47907275168675,-1,1,7,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_C_E_B_A/13.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_C_E_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_C_E_B_A.xyz
qmrxn20_sn2_A_E_D_B_A_C,sn2,qmrxn20,[Cl-].[H]N([H])C([H])(F)C([H])([N+](=O)[O-])C([H])([H])[H],[F-].[H]N([H])C([H])(Cl)C([H])([N+](=O)[O-])C([H])([H])[H],46.968203756039735,-1,1,9,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_D_B_A_C/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_D_B_0_C/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_D_B_A_C.xyz
qmrxn20_sn2_A_E_D_D_C_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(Br)C([H])(C([H])([H])[H])C([H])([H])[H],[Br-].[F-].[H]C(=[N+]([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],10.286393833433456,-1,1,7,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_D_D_C_B/01.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_D_D_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_D_D_C_B.xyz
qmrxn20_sn2_A_E_E_B_A_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(F)C([H])(N([H])[H])[N+](=O)[O-],[F-].[F-].[H]C(=[N+]([H])[H])C([H])(N([H])[H])[N+](=O)[O-],31.02291977678017,-1,1,9,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_E_B_A_B/19.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_E_B_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_E_B_A_B.xyz
qmrxn20_sn2_A_E_E_C_A_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(F)C([H])(C#N)N([H])[H],[F-].[F-].[H]C(=[N+]([H])[H])C([H])(C#N)N([H])[H],26.946073873110716,-1,1,8,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_E_C_A_B/18.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_E_C_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_E_C_A_B.xyz
qmrxn20_sn2_A_E_E_D_C_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(Br)C([H])(N([H])[H])C([H])([H])[H],[Br-].[F-].[H]C(=[N+]([H])[H])C([H])(N([H])[H])C([H])([H])[H],14.07135360413861,-1,1,7,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/A_E_E_D_C_B/14.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/A_E_E_D_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/A_E_E_D_C_B.xyz
qmrxn20_sn2_B_A_D_D_A_B,sn2,qmrxn20,[F-].[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(F)[N+](=O)[O-],[F-].[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(F)[N+](=O)[O-],11.287970730957127,-1,1,9,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_A_D_D_A_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_A_D_D_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_A_D_D_A_B.xyz
qmrxn20_sn2_B_A_E_B_A_A,sn2,qmrxn20,[H+].[H]N([H])C([H])([N+](=O)[O-])C([H])(F)N([O-])[O-],[H+].[H]N([H])C([H])([N+](=O)[O-])C([H])(F)N([O-])[O-],12.732845916676476,-1,1,10,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_A_E_B_A_A/28.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_A_E_B_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_A_E_B_A_A.xyz
qmrxn20_sn2_B_A_E_E_B_D,sn2,qmrxn20,[Br-].[H]N([H])C([H])(N([H])[H])C([H])(Cl)[N+](=O)[O-],[Cl-].[H]N([H])C([H])(N([H])[H])C([H])(Br)[N+](=O)[O-],30.12018038604865,-1,1,9,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_A_E_E_B_D/10.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_A_E_E_0_D/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_A_E_E_B_D.xyz
qmrxn20_sn2_B_B_D_D_A_A,sn2,qmrxn20,[H+].[H]C([H])([H])C([H])(C([H])([H])[H])C(F)(N([O-])[O-])[N+](=O)[O-],[H+].[H]C([H])([H])C([H])(C([H])([H])[H])C(F)(N([O-])[O-])[N+](=O)[O-],-4.661985841960231,-1,1,11,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_B_D_D_A_A/16.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_B_D_D_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_B_D_D_A_A.xyz
qmrxn20_sn2_B_C_C_E_A_C,sn2,qmrxn20,[Cl-].[H]N([H])C([H])(C#N)C(F)(C#N)[N+](=O)[O-],[F-].[H]N([H])C([H])(C#N)C(Cl)(C#N)[N+](=O)[O-],20.77123899876886,-1,1,12,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_C_C_E_A_C/14.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_C_C_E_0_C/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_C_C_E_A_C.xyz
qmrxn20_sn2_B_C_C_E_B_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(C#N)C(Cl)(C#N)[N+](=O)[O-],[F-].[H]N([H])C([H])(C#N)C(Cl)(C#N)[N+](=O)[O-],8.077351708499862,-1,1,12,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_C_C_E_B_B/06.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_C_C_E_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_C_C_E_B_B.xyz
qmrxn20_sn2_B_C_D_A_B_B,sn2,qmrxn20,[F-].[H]C([H])([H])C([H])([H])C(Cl)(C#N)[N+](=O)[O-],[F-].[H]C([H])([H])C([H])([H])C(Cl)(C#N)[N+](=O)[O-],0.3917791627009915,-1,1,10,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_C_D_A_B_B/17.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_C_D_A_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_C_D_A_B_B.xyz
qmrxn20_sn2_B_C_D_E_A_A,sn2,qmrxn20,[H+].[H]N([H])C([H])(C([H])([H])[H])C(F)(C#N)N([O-])[O-],[H+].[H]N([H])C([H])(C([H])([H])[H])C(F)(C#N)N([O-])[O-],3.4262147115968995,-1,1,10,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_C_D_E_A_A/06.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_C_D_E_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_C_D_E_A_A.xyz
qmrxn20_sn2_B_C_E_C_B_C,sn2,qmrxn20,[Cl-].[H]N([H])C([H])(C#N)C(Cl)(C#N)[N+](=O)[O-],[Cl-].[H]N([H])C([H])(C#N)C(Cl)(C#N)[N+](=O)[O-],18.259044791802356,-1,1,12,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_C_E_C_B_C/15.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_C_E_C_0_C/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_C_E_C_B_C.xyz
qmrxn20_sn2_B_D_A_C_A_C,sn2,qmrxn20,[Cl-].[H]C([H])([H])C(F)([N+](=O)[O-])C([H])([H])C#N,[F-].[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])([H])C#N,46.100603011261,-1,1,10,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_A_C_A_C/02.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_A_C_0_C/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_A_C_A_C.xyz
qmrxn20_sn2_B_D_A_C_B_B,sn2,qmrxn20,[F-].[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])([H])C#N,[F-].[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])([H])C#N,16.901244644231703,-1,1,10,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_A_C_B_B/02.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_A_C_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_A_C_B_B.xyz
qmrxn20_sn2_B_D_A_E_A_A,sn2,qmrxn20,[H+].[H]N([H])C([H])([H])C(F)(N([O-])[O-])C([H])([H])[H],[H+].[H]N([H])C([H])([H])C(F)(N([O-])[O-])C([H])([H])[H],13.59102569086586,-1,1,8,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_A_E_A_A/13.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_A_E_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_A_E_A_A.xyz
qmrxn20_sn2_B_D_A_E_A_D,sn2,qmrxn20,[Br-].[H]N([H])C([H])([H])C(F)([N+](=O)[O-])C([H])([H])[H],[F-].[H]N([H])C([H])([H])C(Br)([N+](=O)[O-])C([H])([H])[H],52.898731079443856,-1,1,9,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_A_E_A_D/20.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_A_E_0_D/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_A_E_A_D.xyz
qmrxn20_sn2_B_D_B_A_A_B,sn2,qmrxn20,[F-].[H]C([H])([H])C(F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-],[F-].[H]C([H])([H])C(F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-],16.276038787034082,-1,1,11,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_B_A_A_B/16.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_B_A_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_B_A_A_B.xyz
qmrxn20_sn2_B_D_C_C_B_B,sn2,qmrxn20,[F-].[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])(C#N)C#N,[F-].[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])(C#N)C#N,3.6063260790509046,-1,1,12,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_C_C_B_B/10.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_C_C_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_C_C_B_B.xyz
qmrxn20_sn2_B_D_C_D_A_C,sn2,qmrxn20,[Cl-].[H]C([H])([H])C([H])(C#N)C(F)([N+](=O)[O-])C([H])([H])[H],[F-].[H]C([H])([H])C([H])(C#N)C(Cl)([N+](=O)[O-])C([H])([H])[H],41.063426482501285,-1,1,11,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_C_D_A_C/09.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_C_D_0_C/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_C_D_A_C.xyz
qmrxn20_sn2_B_D_C_D_B_A,sn2,qmrxn20,[H+].[H]C([H])([H])C([H])(C#N)C(Cl)(N([O-])[O-])C([H])([H])[H],[H+].[H]C([H])([H])C([H])(C#N)C(Cl)(N([O-])[O-])C([H])([H])[H],5.173124845021366,-1,1,10,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_C_D_B_A/14.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_C_D_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_C_D_B_A.xyz
qmrxn20_sn2_B_D_D_E_B_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(C([H])([H])[H])C(Cl)([N+](=O)[O-])C([H])([H])[H],[F-].[H]N([H])C([H])(C([H])([H])[H])C(Cl)([N+](=O)[O-])C([H])([H])[H],17.691840790990337,-1,1,10,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_D_E_B_B/21.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_D_E_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_D_E_B_B.xyz
qmrxn20_sn2_B_D_D_E_C_A,sn2,qmrxn20,[H+].[H]N([H])C([H])(C([H])([H])[H])C(Br)(N([O-])[O-])C([H])([H])[H],[H+].[H]N([H])C([H])(C([H])([H])[H])C(Br)(N([O-])[O-])C([H])([H])[H],1.0731737963652657,-1,1,9,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_D_E_C_A/12.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_D_E_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_D_E_C_A.xyz
qmrxn20_sn2_B_D_E_C_C_B,sn2,qmrxn20,[F-].[H]N([H])C([H])(C#N)C(Br)([N+](=O)[O-])C([H])([H])[H],[F-].[H]N([H])C([H])(C#N)C(Br)([N+](=O)[O-])C([H])([H])[H],13.857191178208154,-1,1,11,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_D_E_C_C_B/29.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_D_E_C_0_B/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_D_E_C_C_B.xyz
qmrxn20_sn2_B_E_A_A_A_C,sn2,qmrxn20,[Cl-].[H]N([H])C(F)([N+](=O)[O-])C([H])([H])[H],[F-].[H]N([H])C(Cl)([N+](=O)[O-])C([H])([H])[H],49.473510860825705,-1,1,8,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_E_A_A_A_C/03.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_E_A_A_0_C/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_E_A_A_A_C.xyz
qmrxn20_sn2_B_E_A_A_B_A,sn2,qmrxn20,[H+].[H]N([H])C(Cl)(N([O-])[O-])C([H])([H])[H],[H+].[H]N([H])C(Cl)(N([O-])[O-])C([H])([H])[H],11.333403639367836,-1,1,7,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_E_A_A_B_A/05.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_E_A_A_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_E_A_A_B_A.xyz
qmrxn20_sn2_B_E_A_A_C_D,sn2,qmrxn20,[Br-].[H]N([H])C(Br)([N+](=O)[O-])C([H])([H])[H],[Br-].[Br-].[H][N+]([H])=C([N+](=O)[O-])C([H])([H])[H],19.472750016011165,-1,1,8,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_E_A_A_C_D/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_E_A_A_0_D/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_E_A_A_C_D.xyz
qmrxn20_sn2_B_E_A_B_A_A,sn2,qmrxn20,[H+].[H]N([H])C(F)(N([O-])[O-])C([H])([H])[N+](=O)[O-],[H+].[H]N([H])C(F)(N([O-])[O-])C([H])([H])[N+](=O)[O-],14.293596046034478,-1,1,10,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_E_A_B_A_A/11.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_E_A_B_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_E_A_B_A_A.xyz
qmrxn20_sn2_B_E_A_C_A_A,sn2,qmrxn20,[H+].[H]N([H])C(F)(N([O-])[O-])C([H])([H])C#N,[H+].[H]N([H])C(F)(N([O-])[O-])C([H])([H])C#N,20.205016104137048,-1,1,9,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/reactant-complex-constrained-conformers/sn2/B_E_A_C_A_A/15.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/product-conformers/sn2/B_E_A_C_0_A/00.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/QMrxn20/transition-states/sn2/B_E_A_C_A_A.xyz
