rxn_smiles,dipolarophile_class,dipole_class,reason,reaction_id,sub_source,source_id
[CH2:20]=[N+:21]([CH3:22])[C-:23]([C:24]#[N:25])[C:26](=[O:27])[O:28][CH3:29].[CH3:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[C:9]#[C:10][C:11]([C:12]#[N:13])([C:14]#[N:15])[CH2:16][CH2:17][CH2:18][CH2:19]1>>[CH3:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[C:9]2=[C:10]([C:11]([C:12]#[N:13])([C:14]#[N:15])[CH2:16][CH2:17][CH2:18][CH2:19]1)[C:23]([C:24]#[N:25])([C:26](=[O:27])[O:28][CH3:29])[N:21]([CH3:22])[CH2:20]2,alkyne_in_ring,acyclic_dipole,,dipolar_001906,locked_778,1906
[CH3:12][O:13][C:14](=[O:15])[CH-:16][NH+:17]=[C:18]([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[N:1]#[C:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[N:1]#[C:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[CH:16]([C:14]([O:13][CH3:12])=[O:15])[NH:17][C:18]3([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,bridged_alkene,acyclic_dipole,,dipolar_001911,locked_778,1911
[CH3:14][NH:15][C:16](=[O:17])[C:18]([C:19]#[N:20])=[N+:21]([CH3:22])[N-:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[CH:9]2[CH2:10][CH2:11][CH:12]1[CH2:13]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([C:7]#[N:8])([CH:9]3[CH2:10][CH2:11][CH:12]1[CH2:13]3)[C:18]([C:16]([NH:15][CH3:14])=[O:17])([C:19]#[N:20])[N:21]([CH3:22])[N:23]2[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,bridged_alkene,acyclic_dipole,,dipolar_001914,spec16,1914
[CH3:19][NH:20][C:21](=[O:22])[CH:23]=[NH+:24][CH-:25][C:26]#[N:27].[CH3:1][NH:2][C:3](=[O:4])[C:5](=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]([F:12])([F:13])[F:14])[C:15]([F:16])([F:17])[F:18]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:15]([F:16])([F:17])[F:18])[C:6]([C:7]([F:8])([F:9])[F:10])([C:11]([F:12])([F:13])[F:14])[CH:25]([C:26]#[N:27])[NH:24][CH:23]1[C:21]([NH:20][CH3:19])=[O:22],acyclic_alkene,acyclic_dipole,,dipolar_001926,locked_778,1926
[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][NH:22][C:23](=[O:24])[C:25]#[N+:26][N-:27][C:28]#[N:29]>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[c:6]2[c:7]([n:27]([C:28]#[N:29])[n:26][c:25]2[C:23]([NH:22][CH3:21])=[O:24])[C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1,alkyne_in_ring,acyclic_dipole,,dipolar_001928,spec16,1928
[CH2-:16][N+:17]([CH3:18])=[C:19]([C:20]([CH3:21])=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([CH:11]3[CH2:12][CH2:13][CH:14]1[CH2:15]3)[CH2:16][N:17]([CH3:18])[C:19]2([C:20]([CH3:21])=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,bridged_alkene,acyclic_dipole,,dipolar_001930,locked_778,1930
[CH3:15][NH:16][C:17](=[O:18])[C-:19]([CH3:20])[N+:21]#[C:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][NH:2][C:3](=[O:4])/[C:5]([O:6][CH3:7])=[C:8](/[O:9][CH3:10])[C:11](=[O:12])[NH:13][CH3:14]>>[CH3:1][NH:2][C:3](=[O:4])[C@:5]1([O:6][CH3:7])[C@:8]([O:9][CH3:10])([C:11](=[O:12])[NH:13][CH3:14])[C:19]([C:17]([NH:16][CH3:15])=[O:18])([CH3:20])[N:21]=[C:22]1[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,acyclic_alkene,acyclic_dipole,,dipolar_001938,spec16,1938
[CH3:17][O:18][C:19](=[O:20])[N:21]=[NH+:22][N-:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[F:1][C:2]1([F:3])[C:4]#[C:5][CH:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14][CH2:15][CH2:16]1>>[F:1][C:2]1([F:3])[C:4]2=[C:5]([CH:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)[CH2:13][CH2:14][CH2:15][CH2:16]1)[N:21]([C:19]([O:18][CH3:17])=[O:20])[NH:22][N:23]2[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,alkyne_in_ring,acyclic_dipole,,dipolar_001958,locked_778,1958
[CH3:10][NH:11][C:12](=[O:13])[C-:14]([CH3:15])[N+:16]([CH3:17])=[C:18]([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]12[C:3]([Br:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[C:18]([CH3:19])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:16]([CH3:17])[C:14]2([C:12]([NH:11][CH3:10])=[O:13])[CH3:15],bridged_alkene,acyclic_dipole,,dipolar_001992,spec16,1992
[CH3:16][NH:17][C:18](=[O:19])[C:20](=[O+:21][C-:22]([CH3:23])[CH3:24])[C:25](=[O:26])[NH:27][CH3:28].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([CH:11]3[CH:12]=[CH:13][CH:14]1[O:15]3)[C:22]([CH3:23])([CH3:24])[O:21][C:20]2([C:18]([NH:17][CH3:16])=[O:19])[C:25](=[O:26])[NH:27][CH3:28],bridged_alkene,acyclic_dipole,,dipolar_002016,spec16,2016
[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([C:11](=[O:12])[NH:13][CH3:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH3:21][C:22](=[O:23])[C:24]([C:25]#[N:26])=[N+:27]([CH3:28])[O-:29]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([C:11](=[O:12])[NH:13][CH3:14])([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[O:29][N:27]([CH3:28])[C:24]1([C:22]([CH3:21])=[O:23])[C:25]#[N:26],acyclic_alkene,acyclic_dipole,,dipolar_002052,spec16,2052
[CH3:16][C:17](=[O:18])[C:19]#[N+:20][C-:21]([CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]#[C:8][C:9]([F:10])([F:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]2=[C:8]([C:9]([F:10])([F:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:21]([CH3:22])([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[N:20]=[C:19]2[C:17]([CH3:16])=[O:18],alkyne_in_ring,acyclic_dipole,,dipolar_002058,locked_778,2058
[CH3:17][NH:18][C:19](=[O:20])[C:21](=[O+:22][O-:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[O:23][O:22][C:21]2([C:19]([NH:18][CH3:17])=[O:20])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,alkyne_in_ring,acyclic_dipole,,dipolar_002123,spec16,2123
[CH3:15][O:16][C:17](=[O:18])[C:19]([C:20]#[N:21])=[NH+:22][C-:23]([C:24]([CH3:25])=[O:26])[C:27]([CH3:28])=[O:29].[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([O:11][CH3:12])[O:13][CH3:14]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([O:11][CH3:12])([O:13][CH3:14])[C:23]([C:24]([CH3:25])=[O:26])([C:27]([CH3:28])=[O:29])[NH:22][C:19]1([C:17]([O:16][CH3:15])=[O:18])[C:20]#[N:21],acyclic_alkene,acyclic_dipole,,dipolar_002132,spec16,2132
[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[CH3:23][NH:24][C:25](=[O:26])[N:27]=[N+:28]([CH3:29])[O-:30]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[O:30][N:28]([CH3:29])[N:27]1[C:25]([NH:24][CH3:23])=[O:26],acyclic_alkene,acyclic_dipole,,dipolar_002138,locked_778,2138
[CH3:13][O:14][C:15](=[O:16])[C:17](=[O+:18][C-:19]([C:20]#[N:21])[C:22](=[O:23])[O:24][CH3:25])[C:26]([CH3:27])=[O:28].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:17]([C:15]([O:14][CH3:13])=[O:16])([C:26]([CH3:27])=[O:28])[O:18][C:19]2([C:20]#[N:21])[C:22](=[O:23])[O:24][CH3:25],bridged_alkene,acyclic_dipole,,dipolar_002154,locked_778,2154
[CH3:19][O:20][C:21](=[O:22])[C:23](=[NH+:24][C-:25]([CH3:26])[CH3:27])[C:28](=[O:29])[O:30][CH3:31].[N:1]#[C:2][C:3]([C:4]#[N:5])=[C:6]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[C:25]([CH3:26])([CH3:27])[NH:24][C:23]1([C:21]([O:20][CH3:19])=[O:22])[C:28](=[O:29])[O:30][CH3:31],acyclic_alkene,acyclic_dipole,,dipolar_002185,spec16,2185
[CH3:15][O:16][C:17](=[O:18])[c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24](=[O:25])[O:26][CH3:27])[o+:28]1.[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([F:9])([Cl:10])[CH2:11][CH2:12][CH2:13][CH2:14]1>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2=[C:7]([C:8]([F:9])([Cl:10])[CH2:11][CH2:12][CH2:13][CH2:14]1)[C:23]1([C:24](=[O:25])[O:26][CH3:27])[C:21](=[O:22])[O:20][C:19]2([C:17]([O:16][CH3:15])=[O:18])[O:28]1,alkyne_in_ring,mesoionic_ring,,dipolar_002192,spec16,2192
[CH3:12][NH:13][C:14](=[O:15])[C:16](=[NH+:17][CH-:18][C:19](=[O:20])[O:21][CH3:22])[C:23](=[O:24])[NH:25][CH3:26].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Br:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Br:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[CH:18]([C:19](=[O:20])[O:21][CH3:22])[NH:17][C:16]3([C:14]([NH:13][CH3:12])=[O:15])[C:23](=[O:24])[NH:25][CH3:26],bridged_alkene,acyclic_dipole,,dipolar_002209,locked_778,2209
[CH3:1][O:2][C:3]([O:4][CH3:5])=[C:6]([Br:7])[Br:8].[CH3:9][O:10][C:11](=[O:12])[C:13](=[NH+:14][CH-:15][C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]([Br:7])([Br:8])[CH:15]([C:16]#[N:17])[NH:14][C:13]1([C:11]([O:10][CH3:9])=[O:12])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,acyclic_alkene,acyclic_dipole,,dipolar_002247,locked_778,2247
[CH3:11][NH:12][C:13](=[O:14])[CH:15]=[O+:16][C-:17]([C:18](=[O:19])[NH:20][CH3:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[N:1]#[C:2][C:3]1=[C:4]([Br:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[N:1]#[C:2][C:3]12[C:4]([Br:5])([CH:6]3[CH2:7][CH2:8][CH:9]1[CH2:10]3)[CH:15]([C:13]([NH:12][CH3:11])=[O:14])[O:16][C:17]2([C:18](=[O:19])[NH:20][CH3:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,bridged_alkene,acyclic_dipole,,dipolar_002260,spec16,2260
[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][C:12]([C:13](=[O:14])[O:15][CH3:16])([C:17]([F:18])([F:19])[F:20])[CH2:21][CH2:22][CH2:23][CH2:24]1.[CH:25]#[N+:26][C-:27]([CH3:28])[C:29]#[N:30]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]2=[C:11]([C:12]([C:13](=[O:14])[O:15][CH3:16])([C:17]([F:18])([F:19])[F:20])[CH2:21][CH2:22][CH2:23][CH2:24]1)[C:27]([CH3:28])([C:29]#[N:30])[N:26]=[CH:25]2,alkyne_in_ring,acyclic_dipole,,dipolar_002277,locked_778,2277
[CH3:1][C:2](=[O:3])[C:4](=[C:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH3:24][C:25](=[O:26])[C:27]([CH3:28])=[O+:29][N-:30][C:31]#[N:32]>>[CH3:1][C:2](=[O:3])[C:4]1([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[N:30]([C:31]#[N:32])[O:29][C:27]1([C:25]([CH3:24])=[O:26])[CH3:28],acyclic_alkene,acyclic_dipole,,dipolar_002299,locked_778,2299
[CH3:1][C:2](=[O:3])[C:4]([C:5]([CH3:6])=[O:7])=[C:8]([c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH3:21][O:22][C:23](=[O:24])[C:25]#[N+:26][C-:27]([C:28]#[N:29])[C:30]([CH3:31])=[O:32]>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]([CH3:6])=[O:7])[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[C:27]([C:28]#[N:29])([C:30]([CH3:31])=[O:32])[N:26]=[C:25]1[C:23]([O:22][CH3:21])=[O:24],acyclic_alkene,acyclic_dipole,,dipolar_002319,spec16,2319
[CH3:1][C:2](=[O:3])[C:4]([C:5]([CH3:6])=[O:7])=[C:8]([c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH3:21][O:22][C:23](=[O:24])[C:25]#[N+:26][C-:27]([C:28]#[N:29])[C:30]([CH3:31])=[O:32]>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]([CH3:6])=[O:7])[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[C:25]([C:23]([O:22][CH3:21])=[O:24])=[N:26][C:27]1([C:28]#[N:29])[C:30]([CH3:31])=[O:32],acyclic_alkene,acyclic_dipole,,dipolar_002320,locked_778,2320
[CH3:17][NH:18][C:19](=[O:20])[C-:21]([N+:22]#[C:23][C:24]([CH3:25])=[O:26])[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH2:13][CH2:14][CH:15]1[CH2:16]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)([CH:12]3[CH2:13][CH2:14][CH:15]1[CH2:16]3)[C:21]([C:19]([NH:18][CH3:17])=[O:20])([c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[N:22]=[C:23]2[C:24]([CH3:25])=[O:26],bridged_alkene,acyclic_dipole,,dipolar_002345,locked_778,2345
[CH3:13][NH:14][C:15](=[O:16])[CH:17]=[NH+:18][CH-:19][C:20](=[O:21])[NH:22][CH3:23].[CH3:1][C:2]1([CH3:3])[C:4]#[C:5][C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[CH:19]([C:20](=[O:21])[NH:22][CH3:23])[NH:18][CH:17]2[C:15]([NH:14][CH3:13])=[O:16],alkyne_in_ring,acyclic_dipole,,dipolar_002349,spec16,2349
[CH3:16][O:17][C:18](=[O:19])[N-:20][NH+:21]=[C:22]([C:23]#[N:24])[C:25]([CH3:26])=[O:27].[CH3:1][NH:2][C:3](=[O:4])[C:5]([Br:6])=[C:7]([C:8](=[O:9])[NH:10][CH3:11])[C:12](=[O:13])[NH:14][CH3:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]([C:8](=[O:9])[NH:10][CH3:11])([C:12](=[O:13])[NH:14][CH3:15])[N:20]([C:18]([O:17][CH3:16])=[O:19])[NH:21][C:22]1([C:23]#[N:24])[C:25]([CH3:26])=[O:27],acyclic_alkene,acyclic_dipole,,dipolar_002374,locked_778,2374
[CH3:13][NH:14][C:15](=[O:16])[C-:17]([N+:18]#[C:19][C:20](=[O:21])[O:22][CH3:23])[C:24](=[O:25])[NH:26][CH3:27].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([Br:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([C:24](=[O:25])[NH:26][CH3:27])[N:18]=[C:19]2[C:20](=[O:21])[O:22][CH3:23],bridged_alkene,acyclic_dipole,,dipolar_002390,spec16,2390
[CH3:18][O:19][C:20](=[O:21])[C-:22]([C:23]#[N:24])[N+:25]([CH3:26])=[C:27]([C:28]#[N:29])[C:30]#[N:31].[CH3:1][CH:2]1[C:3]#[C:4][C:5]([C:6]([F:7])([F:8])[F:9])([C:10]([F:11])([F:12])[F:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][CH:2]1[C:3]2=[C:4]([C:5]([C:6]([F:7])([F:8])[F:9])([C:10]([F:11])([F:12])[F:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:22]([C:20]([O:19][CH3:18])=[O:21])([C:23]#[N:24])[N:25]([CH3:26])[C:27]2([C:28]#[N:29])[C:30]#[N:31],alkyne_in_ring,acyclic_dipole,,dipolar_002408,spec16,2408
[CH3:14][NH:15][C:16](=[O:17])[C:18](=[NH+:19][N-:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]2[CH:10]=[CH:11][CH:12]1[O:13]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]2[CH:10]3[CH:11]([CH:12]1[O:13]2)[N:20]([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[NH:19][C:18]3([C:16]([NH:15][CH3:14])=[O:17])[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,bridged_alkene,acyclic_dipole,,dipolar_002415,spec16,2415
[CH3:18][NH:19][C:20](=[O:21])[N-:22][N+:23]([CH3:24])=[C:25]([C:26]([CH3:27])=[O:28])[C:29](=[O:30])[O:31][CH3:32].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)([CH:13]3[CH:14]=[CH:15][CH:16]1[O:17]3)[N:22]([C:20]([NH:19][CH3:18])=[O:21])[N:23]([CH3:24])[C:25]2([C:26]([CH3:27])=[O:28])[C:29](=[O:30])[O:31][CH3:32],bridged_alkene,acyclic_dipole,,dipolar_002456,locked_778,2456
[CH3:18][NH:19][C:20](=[O:21])[N-:22][N+:23]([CH3:24])=[C:25]([C:26]([CH3:27])=[O:28])[C:29](=[O:30])[O:31][CH3:32].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)([CH:13]3[CH:14]=[CH:15][CH:16]1[O:17]3)[C:25]([C:26]([CH3:27])=[O:28])([C:29](=[O:30])[O:31][CH3:32])[N:23]([CH3:24])[N:22]2[C:20]([NH:19][CH3:18])=[O:21],bridged_alkene,acyclic_dipole,,dipolar_002457,spec16,2457
[CH3:16][N+:17](=[CH:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[N-:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]([Cl:6])=[C:7]([C:8](=[O:9])[NH:10][CH3:11])[C:12](=[O:13])[NH:14][CH3:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]([C:8](=[O:9])[NH:10][CH3:11])([C:12](=[O:13])[NH:14][CH3:15])[N:25]([c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[N:17]([CH3:16])[CH:18]1[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,acyclic_alkene,acyclic_dipole,,dipolar_002460,spec16,2460
[CH3:14][O:15][C:16](=[O:17])[C-:18]([CH3:19])[O+:20]=[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.[CH:1]1=[C:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[CH:9]2[CH2:10][CH2:11][CH:12]1[CH2:13]2>>[CH:1]12[C:2]([c:3]3[cH:4][cH:5][cH:6][cH:7][cH:8]3)([CH:9]3[CH2:10][CH2:11][CH:12]1[CH2:13]3)[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)([c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)[O:20][C:18]2([C:16]([O:15][CH3:14])=[O:17])[CH3:19],bridged_alkene,acyclic_dipole,,dipolar_002468,locked_778,2468
[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][C:12]([O:13][CH3:14])([C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20][CH2:21][CH2:22]1.[CH3:23][C:24]([C:25]#[N:26])=[O+:27][C-:28]([C:29]#[N:30])[C:31]#[N:32]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]2=[C:11]([C:12]([O:13][CH3:14])([C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20][CH2:21][CH2:22]1)[C:28]([C:29]#[N:30])([C:31]#[N:32])[O:27][C:24]2([CH3:23])[C:25]#[N:26],alkyne_in_ring,acyclic_dipole,,dipolar_002495,locked_778,2495
[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([C:11](=[O:12])[NH:13][CH3:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH3:21][C:22]#[N+:23][C-:24]([C:25](=[O:26])[NH:27][CH3:28])[C:29](=[O:30])[O:31][CH3:32]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([C:11](=[O:12])[NH:13][CH3:14])([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[C:24]([C:25](=[O:26])[NH:27][CH3:28])([C:29](=[O:30])[O:31][CH3:32])[N:23]=[C:22]1[CH3:21],acyclic_alkene,acyclic_dipole,,dipolar_002497,spec16,2497
