r1,r2,kind,sub_from,sub_to
1044,1046,dipole_change,*C(C)=O,*C(C)=O
1901,1904,dipole_change,*C,*C
1514,1515,dipole_change,*C,*C
2415,2418,dipole_change,*C,*C
1512,1513,dipole_change,*C,*C
2416,2417,dipole_change,*C,*C
1163,1164,dipole_change,*[CH-]C(=O)NC,*[CH-]C(=O)NC
1603,1604,dipole_change,*[NH+]=C(C)C(C)=O,*[NH+]=C(C)C(C)=O
1772,1773,dipole_change,*c1ccccc1,*c1ccccc1
2329,2330,dipole_change,*C(C)=O,*C(C)=O
1334,1335,dipole_change,*C(=[O+][N-]C#N)C(C)=O,*C(=[O+][N-]C#N)C(C)=O
1969,1971,dipole_change,*C(=O)OC,*C(=O)OC
1490,1491,dipole_change,*[CH-]C(C)=O,*[CH-]C(C)=O
1970,1972,dipole_change,*C(=O)OC,*C(=O)OC
1398,1401,dipole_change,*[N+](=C(C)C#N)[C-](C)C,*[N+](=C(C)C#N)[C-](C)C
2691,2692,dipole_change,*C(C)=O,*C(C)=O
685,686,dipole_change,*[N+]#N,*[N+]#N
2039,2041,dipole_change,*C,*C
1399,1400,dipole_change,*[N+](=C(C)C#N)[C-](C)C,*[N+](=C(C)C#N)[C-](C)C
2689,2690,dipole_change,*C(C)=O,*C(C)=O
687,688,dipole_change,*[N+]#N,*[N+]#N
2038,2040,dipole_change,*C,*C
2492,2493,dipole_change,*C#N,*C#N
2478,2481,dipole_change,*C(=O)NC,*C(=O)NC
2652,2653,dipole_change,*C,*C
3054,3055,dipole_change,*[N+]#Cc1ccccc1,*[N+]#Cc1ccccc1
2979,2980,dipole_change,*C,*C
2880,2881,dipole_change,*C,*C
1249,1250,dipole_change,*C(C)=O,*C(C)=O
1899,1900,dipole_change,*C(=O)OC,*C(=O)OC
2570,2571,dipole_change,*[CH-]c1ccccc1,*[CH-]c1ccccc1
1589,1590,dipole_change,*C,*C
1320,1321,dipole_change,*[NH+]=N,*[NH+]=N
1932,1933,dipole_change,*C,*C
3312,3313,dipole_change,*C,*C
3660,4217,dipole_change,*C(C)=[O+][CH-]C,*C=[O+][C-](C)C(=O)OC
3710,3914,dipole_change,*C(C#N)=[N+](C)[CH-]C,*[C-]([NH+]=CC)C(=O)NC
3659,3759,dipole_change,*C(C)=[O+][CH-]C,*[C-](C)[NH+]=CC#N
3659,4073,dipole_change,*C(C)=[O+][CH-]C,*C(C#N)=[NH+][CH-]C(C)=O
3659,4218,dipole_change,*C(C)=[O+][CH-]C,*C=[O+][C-](C)C(=O)OC
3759,4073,dipole_change,*[C-](C)[NH+]=CC#N,*C(C#N)=[NH+][CH-]C(C)=O
3759,4218,dipole_change,*[C-](C)[NH+]=CC#N,*C=[O+][C-](C)C(=O)OC
4073,4218,dipole_change,*C(C#N)=[NH+][CH-]C(C)=O,*C=[O+][C-](C)C(=O)OC
3376,3377,dipole_change,*[C-](C)C,*[C-](C)C
3701,4123,dipole_change,*C#N,*C(=O)NC
4125,4678,dipole_change,*C(C)=O,*c1ccccc1
4125,4679,dipole_change,*C(C)=O,*c1ccccc1
4126,4127,dipole_change,*C(=O)NC,*C(=O)NC
4295,4296,dipole_change,*C#N,*C#N
4678,4679,dipole_change,*C(C)=O,*C(C)=O
4803,4804,dipole_change,*C,*C
4860,4861,dipole_change,*c1ccccc1,*c1ccccc1
4866,4867,dipole_change,*C,*C
5095,5096,dipole_change,*C(=O)NC,*C(=O)NC
5095,5614,dipole_change,*C,*C(=O)OC
5096,5614,dipole_change,*C,*C(=O)OC
5097,5098,dipole_change,*c1ccccc1,*c1ccccc1
5201,5202,dipole_change,*C(=O)OC,*C(=O)OC
5435,5436,dipole_change,*c1ccccc1,*c1ccccc1
3524,3526,dipole_change,*C(C(=O)OC)=[N+](C)[NH-],*C(C(=O)NC)=[N+](C)[NH-]
3923,3925,dipole_change,*C(=[NH+][N-]C)C(=O)NC,*C(C)=[N+](C)[N-]C(C)=O
494,495,dipole_change,*C,*C
728,729,dipole_change,*C(=O)OC,*C(=O)OC
427,428,dipole_change,*[N-]c1ccccc1,*[N-]c1ccccc1
421,422,dipole_change,*C(=O)NC,*C(=O)NC
1371,1372,dipole_change,*NC,*NC
66,67,dipole_change,*C#N,*C#N
726,727,dipole_change,*C,*C
537,538,dipole_change,*C,*C
364,365,dipole_change,*[N-]C#N,*[N-]C#N
209,210,dipole_change,*c1ccccc1,*c1ccccc1
360,361,dipole_change,*[C-](C#N)C#N,*[C-](C#N)C#N
362,363,dipole_change,*C(=O)NC,*C(=O)NC
91,92,dipole_change,*[C-](C)[N+]#CC(=O)OC,*[C-](C)[N+]#CC(=O)OC
346,347,dipole_change,*C(=O)NC,*C(=O)NC
381,382,dipole_change,*C#N,*C#N
524,525,dipole_change,*c1ccccc1,*c1ccccc1
795,796,dipole_change,*[N-]C(=O)NC,*[N-]C(=O)NC
130,131,dipole_change,*C(=O)OC,*C(=O)OC
1026,1027,dipole_change,*C(=O)NC,*C(=O)NC
84,85,dipole_change,*C,*C
72,73,dipole_change,*C(=O)NC,*C(=O)NC
205,206,dipole_change,*[N+]#CC(C)=O,*[N+]#CC(C)=O
205,306,dipole_change,*[C-](C(C)=O)C(C)=O,*[C-](C(C)=O)C(=O)NC
205,307,dipole_change,*[C-](C(C)=O)C(C)=O,*[C-](C(C)=O)C(=O)NC
206,306,dipole_change,*[C-](C(C)=O)C(C)=O,*[C-](C(C)=O)C(=O)NC
206,307,dipole_change,*[C-](C(C)=O)C(C)=O,*[C-](C(C)=O)C(=O)NC
306,307,dipole_change,*C(=O)NC,*C(=O)NC
440,441,dipole_change,*c1ccccc1,*c1ccccc1
990,991,dipole_change,*C(=O)NC,*C(=O)NC
1238,1239,dipole_change,*[NH+]=C(C#N)C(=O)OC,*[NH+]=C(C#N)C(=O)OC
947,948,dipole_change,*C,*C
95,96,dipole_change,*[N-]c1ccccc1,*[N-]c1ccccc1
95,216,dipole_change,*[NH+]=C(C)C#N,*[N+](C)=C(C#N)C#N
95,217,dipole_change,*[NH+]=C(C)C#N,*[N+](C)=C(C#N)C#N
96,216,dipole_change,*[NH+]=C(C)C#N,*[N+](C)=C(C#N)C#N
96,217,dipole_change,*[NH+]=C(C)C#N,*[N+](C)=C(C#N)C#N
216,217,dipole_change,*[N-]c1ccccc1,*[N-]c1ccccc1
446,447,dipole_change,*OC,*OC
122,123,dipole_change,*[C-](C#N)[O+]=CC#N,*[C-](C#N)[O+]=CC#N
791,792,dipole_change,*[C-](C(C)=O)C(C)=O,*[C-](C(C)=O)C(C)=O
1817,1818,dipole_change,*C(C(C)=O)=[N+](C)[O-],*C(C(C)=O)=[N+](C)[O-]
263,264,dipole_change,*C#[N+][C-](C)C,*C#[N+][C-](C)C
637,638,dipole_change,*C(=O)NC,*C(=O)NC
299,300,dipole_change,*C(C)=[NH+][O-],*C(C)=[NH+][O-]
165,166,dipole_change,*C(=O)NC,*C(=O)NC
557,558,dipole_change,*C,*C
896,897,dipole_change,*C,*C
569,570,dipole_change,*c1ccccc1,*c1ccccc1
155,156,dipole_change,*C,*C
415,416,dipole_change,*[CH-]C,*[CH-]C
1668,1669,dipole_change,*NC,*NC
97,98,dipole_change,*C,*C
618,619,dipole_change,*C,*C
927,928,dipole_change,*C,*C
708,709,dipole_change,*C#N,*C#N
1924,1925,dipole_change,*C(=O)OC,*C(=O)OC
665,666,dipole_change,*[O-],*[O-]
526,527,dipole_change,*C#N,*C#N
855,856,dipole_change,*[O+]=C(C)C(=O)OC,*[O+]=C(C)C(=O)OC
33,34,dipole_change,*C#[N+][C-](C#N)C#N,*C#[N+][C-](C#N)C#N
581,582,dipole_change,*C#N,*C#N
2054,2055,dipole_change,*C(=O)NC,*C(=O)NC
2866,2867,dipole_change,*C(=O)NC,*C(=O)NC
1326,1327,dipole_change,*[C-]([NH+]=CC#N)C(C)=O,*[C-]([NH+]=CC#N)C(C)=O
2759,2760,dipole_change,*C(=O)NC,*C(=O)NC
681,682,dipole_change,*[NH+]=CC(=O)OC,*[NH+]=CC(=O)OC
2146,2147,dipole_change,*OC,*OC
1373,1374,dipole_change,*C(C)=O,*C(C)=O
2524,2525,dipole_change,*C,*C
585,586,dipole_change,*[N-]C,*[N-]C
112,113,dipole_change,*[NH+]=CC(=O)NC,*[NH+]=CC(=O)NC
1916,1917,dipole_change,*C(=O)OC,*C(=O)OC
875,876,dipole_change,*[CH-]C(=O)NC,*[CH-]C(=O)NC
1312,1313,dipole_change,*C(=O)OC,*C(=O)OC
2466,2467,dipole_change,*C,*C
2679,2680,dipole_change,*c1ccccc1,*c1ccccc1
2749,2750,dipole_change,*C#[N+][C-](C#N)C(C)=O,*C#[N+][C-](C#N)C(C)=O
3167,3168,dipole_change,*OC,*OC
1994,1995,dipole_change,*c1ccccc1,*c1ccccc1
2719,2720,dipole_change,*c1ccccc1,*c1ccccc1
2876,2877,dipole_change,*[N+]#C,*[N+]#C
2888,2889,dipole_change,*[CH-]C(=O)NC,*[CH-]C(=O)NC
3153,3154,dipole_change,*C(=O)OC,*C(=O)OC
969,970,dipole_change,*C,*C
3157,3158,dipole_change,*C,*C
2953,2954,dipole_change,*C,*C
2919,2920,dipole_change,*c1ccccc1,*c1ccccc1
3159,3160,dipole_change,*C,*C
3178,3179,dipole_change,*C,*C
2921,2922,dipole_change,*[O+]=C(C)C(=O)NC,*[O+]=C(C)C(=O)NC
2816,2817,dipole_change,*C(=O)NC,*C(=O)NC
2648,2649,dipole_change,*C,*C
3092,3093,dipole_change,*C,*C
3088,3089,dipole_change,*C,*C
2630,2631,dipole_change,*[N+]#N,*[N+]#N
2899,2900,dipole_change,*NC,*NC
1146,1147,dipole_change,*C,*C
3052,3053,dipole_change,*OC,*OC
1369,1370,dipole_change,*C,*C
2248,2249,dipole_change,*C(=O)OC,*C(=O)OC
2717,2718,dipole_change,*C,*C
3204,3205,dipole_change,*c1ccccc1,*c1ccccc1
2509,2510,dipole_change,*C(=O)OC,*C(=O)OC
3174,3175,dipole_change,*[C-](C(C)=O)C(=O)OC,*[C-](C(C)=O)C(=O)OC
2782,2783,dipole_change,*C(=O)NC,*C(=O)NC
2974,2975,dipole_change,*c1ccccc1,*c1ccccc1
3202,3203,dipole_change,*C,*C
3083,3084,dipole_change,*OC,*OC
2808,2809,dipole_change,*[N-]c1ccccc1,*[N-]c1ccccc1
2555,2556,dipole_change,*C,*C
3131,3132,dipole_change,*NC,*NC
3017,3018,dipole_change,*[C-](C#N)C#N,*[C-](C#N)C#N
1167,1168,dipole_change,*NC,*NC
2425,2426,dipole_change,*C(=O)OC,*C(=O)OC
3071,3072,dipole_change,*C,*C
1700,1701,dipole_change,*C(=O)OC,*C(=O)OC
3100,3101,dipole_change,*C,*C
3186,3187,dipole_change,*NC,*NC
2846,2847,dipole_change,*C=[N+](C)[CH-]C(C)=O,*C=[N+](C)[CH-]C(C)=O
2567,2568,dipole_change,*C(C)=O,*C(C)=O
1074,1075,dipole_change,*C(=O)[N-][O+]=NC,*C(=O)[N-][O+]=NC
1780,1781,dipole_change,*[C-](C#N)[N+]#CC,*[C-](C#N)[N+]#CC
1048,1049,dipole_change,*[N-]C,*[N-]C
2886,2887,dipole_change,*C#N,*C#N
2613,2614,dipole_change,*[N-][N+](C)=C(C)C#N,*[N-][N+](C)=C(C)C#N
2864,2865,dipole_change,*OC,*OC
3207,3208,dipole_change,*C(=O)OC,*C(=O)OC
1762,1763,dipole_change,*C(=O)OC,*C(=O)OC
2818,2819,dipole_change,*C,*C
2860,2861,dipole_change,*C,*C
2794,2795,dipole_change,*c1ccccc1,*c1ccccc1
2099,2100,dipole_change,*C,*C
2683,2684,dipole_change,*C(=O)NC,*C(=O)NC
2597,2598,dipole_change,*C(=O)NC,*C(=O)NC
2046,2047,dipole_change,*[N-]C(=O)NC,*[N-]C(=O)NC
2056,2057,dipole_change,*[N+](=C)[N-]C,*[N+](=C)[N-]C
2901,2902,dipole_change,*C,*C
2961,2962,dipole_change,*C(C)=O,*C(C)=O
2462,2463,dipole_change,*NC,*NC
2933,2934,dipole_change,*C,*C
2341,2342,dipole_change,*C,*C
2814,2815,dipole_change,*OC,*OC
3133,3134,dipole_change,*C(C)=O,*C(C)=O
1446,1449,dipole_change,*C,*C
1447,1448,dipole_change,*C,*C
2143,2144,dipole_change,*C,*C
2141,2142,dipole_change,*C,*C
833,834,dipole_change,*C(C)=O,*C(C)=O
2258,2259,dipole_change,*C(C)=O,*C(C)=O
764,765,dipole_change,*C(=O)C(C)=[NH+][CH-]C#N,*C(=O)C(C)=[NH+][CH-]C#N
763,766,dipole_change,*C(=O)C(C)=[NH+][CH-]C#N,*C(=O)C(C)=[NH+][CH-]C#N
1283,1285,dipole_change,*[C-](C)[O+]=C(C)C(C)=O,*[C-](C)[O+]=C(C)C(C)=O
2302,2304,dipole_change,*C(=O)OC,*C(=O)OC
2303,2305,dipole_change,*C(=O)OC,*C(=O)OC
1258,1259,dipole_change,*C,*C
616,617,dipole_change,*[N+]([NH-])=C(C#N)C(C)=O,*[N+]([NH-])=C(C#N)C(C)=O
1913,1914,dipole_change,*C#N,*C#N
269,270,dipole_change,*[O+]=NC,*[O+]=NC
269,559,dipole_change,*N=[O+][N-]C#N,*[N-][NH+]=NC(=O)OC
269,560,dipole_change,*N=[O+][N-]C#N,*[N-][NH+]=NC(=O)OC
270,559,dipole_change,*N=[O+][N-]C#N,*[N-][NH+]=NC(=O)OC
270,560,dipole_change,*N=[O+][N-]C#N,*[N-][NH+]=NC(=O)OC
559,560,dipole_change,*C,*C
449,1118,dipole_change,*C(C)=[NH+][O-],*OC(=O)C(C#N)=[NH+][O-]
2082,2085,dipole_change,*C(=O)NC,*C(=O)NC
2641,2643,dipole_change,*C,*C
478,479,dipole_change,*[CH-]C(=O)OC,*[CH-]C(=O)OC
2083,2084,dipole_change,*C(=O)NC,*C(=O)NC
477,480,dipole_change,*[CH-]C(=O)OC,*[CH-]C(=O)OC
2272,2275,dipole_change,*C,*C
1086,1088,dipole_change,*C(=[O+][N-]C)C(=O)OC,*C(=[O+][N-]C)C(=O)OC
2273,2274,dipole_change,*C,*C
1087,1089,dipole_change,*C(=[O+][N-]C)C(=O)OC,*C(=[O+][N-]C)C(=O)OC
988,989,dipole_change,*C,*C
1967,1968,dipole_change,*OC,*OC
1623,1624,dipole_change,*c1ccccc1,*c1ccccc1
2356,2357,dipole_change,*C,*C
2711,2712,dipole_change,*C(C)=O,*C(C)=O
754,755,dipole_change,*NC,*NC
1061,1064,dipole_change,*C,*C
1468,1469,dipole_change,*C#[N+][C-](C)C,*C#[N+][C-](C)C
1062,1063,dipole_change,*C,*C
1758,1759,dipole_change,*C,*C
1831,1833,dipole_change,*c1ccccc1,*c1ccccc1
473,474,dipole_change,*[CH-][N+](C)=CC(C)=O,*[CH-][N+](C)=CC(C)=O
1832,1834,dipole_change,*c1ccccc1,*c1ccccc1
1298,1300,dipole_change,*C,*C
1173,1174,dipole_change,*[N-]C,*[N-]C
1299,1301,dipole_change,*C,*C
1175,1176,dipole_change,*[N-]C,*[N-]C
1591,1592,dipole_change,*C(=O)OC,*C(=O)OC
706,707,dipole_change,*OC,*OC
1530,1531,dipole_change,*[N+]#C,*[N+]#C
1472,1473,dipole_change,*C,*C
1040,1042,dipole_change,*C#N,*C#N
1732,1735,dipole_change,*OC,*OC
124,126,dipole_change,*[N+]#N,*[N+]#N
678,679,dipole_change,*[N-]C#N,*[N-]C#N
1499,1500,dipole_change,*[c-]1[nH+]c(C#N)oc1=O,*[c-]1[nH+]c(C#N)oc1=O
1041,1043,dipole_change,*C#N,*C#N
1733,1734,dipole_change,*OC,*OC
125,127,dipole_change,*[N+]#N,*[N+]#N
677,680,dipole_change,*[N-]C#N,*[N-]C#N
1450,1453,dipole_change,*C,*C
1451,1452,dipole_change,*C,*C
1498,1501,dipole_change,*[c-]1[nH+]c(C#N)oc1=O,*[c-]1[nH+]c(C#N)oc1=O
1476,1478,dipole_change,*N=[O+][N-]C(=O)OC,*N=[O+][N-]C(=O)OC
1477,1479,dipole_change,*N=[O+][N-]C(=O)OC,*N=[O+][N-]C(=O)OC
1240,1241,dipole_change,*[CH2-],*[CH2-]
724,725,dipole_change,*C,*C
159,160,dipole_change,*C#[N+][O-],*C#[N+][O-]
912,913,dipole_change,*[C-](C(C)=O)C(=O)NC,*[C-](C(C)=O)C(=O)NC
200,202,dipole_change,*[CH-][N+]#C,*[CH-][N+]#C
433,434,dipole_change,*C=[O+][CH-]C,*C=[O+][CH-]C
1673,1675,dipole_change,*[C-](C)c1ccccc1,*[C-](C)c1ccccc1
199,201,dipole_change,*[CH-][N+]#C,*[CH-][N+]#C
851,852,dipole_change,*C(C)=O,*C(C)=O
886,887,dipole_change,*OC,*OC
853,854,dipole_change,*C(C)=O,*C(C)=O
885,888,dipole_change,*OC,*OC
956,958,dipole_change,*NC,*NC
957,959,dipole_change,*NC,*NC
1054,1055,dipole_change,*C(C)=O,*C(C)=O
862,1221,dipole_change,*[NH+]=C(C)C,*[N+](C)=C(C)C#N
862,1222,dipole_change,*[NH+]=C(C)C,*[N+](C)=C(C)C#N
862,1273,dipole_change,*[CH-][NH+]=C(C)C,*C(=[O+][CH-]C)C(C)=O
862,1274,dipole_change,*[CH-][NH+]=C(C)C,*C(=[O+][CH-]C)C(C)=O
1221,1222,dipole_change,*[N+](C)=C(C)C#N,*[N+](C)=C(C)C#N
1221,1273,dipole_change,*[CH-][N+](C)=C(C)C#N,*C(=[O+][CH-]C)C(C)=O
1221,1274,dipole_change,*[CH-][N+](C)=C(C)C#N,*C(=[O+][CH-]C)C(C)=O
1222,1273,dipole_change,*[CH-][N+](C)=C(C)C#N,*C(=[O+][CH-]C)C(C)=O
1222,1274,dipole_change,*[CH-][N+](C)=C(C)C#N,*C(=[O+][CH-]C)C(C)=O
1273,1274,dipole_change,*C,*C
1059,1060,dipole_change,*C#N,*C#N
2107,2108,dipole_change,*[N-]C(C)=O,*[N-]C(C)=O
1408,1409,dipole_change,*c1ccccc1,*c1ccccc1
1406,1407,dipole_change,*c1ccccc1,*c1ccccc1
287,290,dipole_change,*C#N,*C#N
1682,1684,dipole_change,*C(C)=O,*C(C)=O
288,289,dipole_change,*C#N,*C#N
1601,1602,dipole_change,*C(C)=O,*C(C)=O
1151,1152,dipole_change,*[N-]C(=O)NC,*[N-]C(=O)NC
1811,1812,dipole_change,*NC,*NC
931,932,dipole_change,*NC,*NC
1564,1565,dipole_change,*C=[NH+][C-](C)C#N,*C=[NH+][C-](C)C#N
675,676,dipole_change,*[N-][N+]#CC#N,*[N-][N+]#CC#N
1566,1567,dipole_change,*C=[NH+][C-](C)C#N,*C=[NH+][C-](C)C#N
673,674,dipole_change,*[N-][N+]#CC#N,*[N-][N+]#CC#N
2802,2804,dipole_change,*NC,*NC
3064,3066,dipole_change,*c1ccccc1,*c1ccccc1
2458,2459,dipole_change,*C(=O)NC,*C(=O)NC
1895,1898,dipole_change,*NC,*NC
2803,2805,dipole_change,*NC,*NC
3065,3067,dipole_change,*c1ccccc1,*c1ccccc1
2456,2457,dipole_change,*C(=O)NC,*C(=O)NC
1069,1070,dipole_change,*C(=O)OC,*C(=O)OC
1071,1072,dipole_change,*C(=O)OC,*C(=O)OC
1703,1706,dipole_change,*C,*C
799,800,dipole_change,*C(=O)NC,*C(=O)NC
889,890,dipole_change,*C,*C
984,985,dipole_change,*C#N,*C#N
1345,1346,dipole_change,*[C-](C#N)C(=O)NC,*[C-](C#N)C(=O)NC
1434,1435,dipole_change,*[NH+]=C(C)C(C)=O,*[NH+]=C(C)C(C)=O
2917,2918,dipole_change,*c1ccccc1,*c1ccccc1
2927,2928,dipole_change,*C,*C
1756,1757,dipole_change,*[c-]1[nH+]c(C#N)oc1=O,*[c-]1[nH+]c(C#N)oc1=O
1116,1117,dipole_change,*[CH-]C#N,*[CH-]C#N
3098,3099,dipole_change,*c1ccccc1,*c1ccccc1
3137,3138,dipole_change,*C#N,*C#N
2361,2362,dipole_change,*C,*C
460,461,dipole_change,*C=[O+][N-]C#N,*C=[O+][N-]C#N
1760,1761,dipole_change,*NC,*NC
454,455,dipole_change,*C,*C
1728,1729,dipole_change,*C(=O)OC,*C(=O)OC
1012,1013,dipole_change,*C(C)=O,*C(C)=O
518,519,dipole_change,*C,*C
2367,2368,dipole_change,*C(=O)OC,*C(=O)OC
1953,1954,dipole_change,*c1ccccc1,*c1ccccc1
2246,2247,dipole_change,*OC,*OC
2490,2491,dipole_change,*C(=O)OC,*C(=O)OC
2343,2344,dipole_change,*C,*C
2824,2825,dipole_change,*[O+]=C(C#N)C(=O)OC,*[O+]=C(C#N)C(=O)OC
144,145,dipole_change,*C(=O)[N-][NH+]=CC,*C(=O)[N-][NH+]=CC
22,23,dipole_change,*C,*C
2300,2301,dipole_change,*OC,*OC
1570,1571,dipole_change,*[CH-]C(C)=O,*[CH-]C(C)=O
2135,2136,dipole_change,*C,*C
2925,2926,dipole_change,*c1ccccc1,*c1ccccc1
3192,3193,dipole_change,*C,*C
2090,2091,dipole_change,*C#N,*C#N
2399,2400,dipole_change,*[NH+]=CC(=O)OC,*[NH+]=CC(=O)OC
2842,2843,dipole_change,*c1ccccc1,*c1ccccc1
1417,1418,dipole_change,*C=[N+](C)[N-]C#N,*C=[N+](C)[N-]C#N
2830,2831,dipole_change,*C,*C
3161,3162,dipole_change,*C,*C
2236,2237,dipole_change,*C(=O)NC,*C(=O)NC
1843,1844,dipole_change,*NC,*NC
2474,2475,dipole_change,*C,*C
2309,2310,dipole_change,*C(C)=O,*C(C)=O
3209,3210,dipole_change,*[C-](C(C)=O)C(=O)OC,*[C-](C(C)=O)C(=O)OC
2792,2793,dipole_change,*[CH-]C,*[CH-]C
2264,2265,dipole_change,*C,*C
2578,2579,dipole_change,*C,*C
2062,2063,dipole_change,*C,*C
1803,1804,dipole_change,*C,*C
490,491,dipole_change,*C,*C
225,226,dipole_change,*C#N,*C#N
3008,3009,dipole_change,*[N+]#Cc1ccccc1,*[N+]#Cc1ccccc1
2605,2606,dipole_change,*C(=O)OC,*C(=O)OC
2996,2997,dipole_change,*c1ccccc1,*c1ccccc1
2004,2005,dipole_change,*NC,*NC
2439,2440,dipole_change,*C,*C
1996,1997,dipole_change,*c1ccccc1,*c1ccccc1
444,445,dipole_change,*C(=O)[N-][N+]#N,*C(=O)[N-][N+]#N
2628,2629,dipole_change,*C,*C
2972,2973,dipole_change,*C,*C
3079,3080,dipole_change,*C(=O)NC,*C(=O)NC
2955,2956,dipole_change,*C,*C
2947,2948,dipole_change,*C(C)=O,*C(C)=O
1464,1465,dipole_change,*[c-]1[o+]c(C)oc1=O,*[c-]1[o+]c(C)oc1=O
1928,1929,dipole_change,*NC(=O)C#[N+][N-]C#N,*NC(=O)C#[N+][N-]C#N
2152,2153,dipole_change,*[N+]#CC#N,*[N+]#CC#N
2202,2203,dipole_change,*OC,*OC
730,731,dipole_change,*C(=O)[C-](C)[N+]#C,*C(=O)[C-](C)[N+]#C
3014,3015,dipole_change,*NC,*NC
2658,2659,dipole_change,*[C-](C)C(C)=O,*[C-](C)C(C)=O
3002,3003,dipole_change,*NC,*NC
1829,1830,dipole_change,*C(C)=O,*C(C)=O
2323,2324,dipole_change,*C,*C
1980,1981,dipole_change,*C#N,*C#N
2611,2612,dipole_change,*C(=O)NC,*C(=O)NC
2192,2193,dipole_change,*C,*C
2325,2326,dipole_change,*C(=O)NC,*C(=O)NC
1680,1681,dipole_change,*[C-](C#N)[NH+]=CC(C)=O,*[C-](C#N)[NH+]=CC(C)=O
1359,1360,dipole_change,*C(=O)NC,*C(=O)NC
2565,2566,dipole_change,*NC,*NC
2204,2205,dipole_change,*C#N,*C#N
2913,2914,dipole_change,*OC,*OC
2884,2885,dipole_change,*c1ccccc1,*c1ccccc1
500,502,dipole_change,*C,*C
1549,1550,dipole_change,*NC,*NC
501,503,dipole_change,*C,*C
995,997,dipole_change,*c1ccccc1,*c1ccccc1
828,830,dipole_change,*[C-]([N+]#CC)C(=O)NC,*[C-]([N+]#CC)C(=O)NC
827,829,dipole_change,*[C-]([N+]#CC)C(=O)NC,*[C-]([N+]#CC)C(=O)NC
994,996,dipole_change,*c1ccccc1,*c1ccccc1
710,711,dipole_change,*C#N,*C#N
712,713,dipole_change,*C#N,*C#N
1271,1272,dipole_change,*C(=O)OC,*C(=O)OC
1316,1317,dipole_change,*[C-](C)C(C)=O,*[C-](C)C(C)=O
761,762,dipole_change,*[c-]1[o+]c(C#N)oc1=O,*[c-]1[o+]c(C#N)oc1=O
1181,1182,dipole_change,*C,*C
285,286,dipole_change,*c1ccccc1,*c1ccccc1
283,284,dipole_change,*c1ccccc1,*c1ccccc1
187,188,dipole_change,*C,*C
186,189,dipole_change,*C,*C
966,968,dipole_change,*C,*C
2444,2445,dipole_change,*C,*C
2590,2591,dipole_change,*C,*C
965,967,dipole_change,*C,*C
2442,2443,dipole_change,*C,*C
2589,2592,dipole_change,*C,*C
192,193,dipole_change,*C=[O+][C-](C)C#N,*C=[O+][C-](C)C#N
192,475,dipole_change,*[C-](C)[O+]=CC,*[CH-][O+]=C(C)C(=O)OC
192,476,dipole_change,*[C-](C)[O+]=CC,*[CH-][O+]=C(C)C(=O)OC
193,475,dipole_change,*[C-](C)[O+]=CC,*[CH-][O+]=C(C)C(=O)OC
193,476,dipole_change,*[C-](C)[O+]=CC,*[CH-][O+]=C(C)C(=O)OC
475,476,dipole_change,*C(=O)C(C)=[O+][CH-]C#N,*C(=O)C(C)=[O+][CH-]C#N
475,910,dipole_change,*C(C)=[O+][CH-]C#N,*C(C)=[NH+][CH-]C(=O)NC
475,911,dipole_change,*C(C)=[O+][CH-]C#N,*C(C)=[NH+][CH-]C(=O)NC
476,910,dipole_change,*C(C)=[O+][CH-]C#N,*C(C)=[NH+][CH-]C(=O)NC
476,911,dipole_change,*C(C)=[O+][CH-]C#N,*C(C)=[NH+][CH-]C(=O)NC
910,911,dipole_change,*OC,*OC
641,643,dipole_change,*C#N,*C#N
2452,2454,dipole_change,*C,*C
642,644,dipole_change,*C#N,*C#N
2453,2455,dipole_change,*C,*C
1868,1869,dipole_change,*C,*C
939,940,dipole_change,*OC,*OC
1096,1097,dipole_change,*NC,*NC
2217,2218,dipole_change,*C(=O)NC,*C(=O)NC
2219,2220,dipole_change,*C(=O)NC,*C(=O)NC
1885,1886,dipole_change,*[CH-]C(C)=O,*[CH-]C(C)=O
1243,1244,dipole_change,*C(C)=O,*C(C)=O
2790,2791,dipole_change,*C(=O)NC,*C(=O)NC
2985,2986,dipole_change,*OC,*OC
293,294,dipole_change,*C,*C
1612,1614,dipole_change,*C(=O)OC,*C(=O)OC
406,408,dipole_change,*C(C)=O,*C(C)=O
295,296,dipole_change,*C,*C
1611,1613,dipole_change,*C(=O)OC,*C(=O)OC
407,409,dipole_change,*C(C)=O,*C(C)=O
212,215,dipole_change,*C(C)=[O+][C-](C)C#N,*C(C)=[O+][C-](C)C#N
213,214,dipole_change,*C(C)=[O+][C-](C)C#N,*C(C)=[O+][C-](C)C#N
86,87,dipole_change,*C#[N+][O-],*C#[N+][O-]
431,432,dipole_change,*[C-](C)[O+]=C(C)C(C)=O,*[C-](C)[O+]=C(C)C(C)=O
1002,1003,dipole_change,*OC,*OC
1000,1001,dipole_change,*OC,*OC
496,498,dipole_change,*[N-][NH+]=CC,*[N-][NH+]=CC
497,499,dipole_change,*[N-][NH+]=CC,*[N-][NH+]=CC
1808,1810,dipole_change,*C(=O)NC,*C(=O)NC
2064,2066,dipole_change,*c1ccccc1,*c1ccccc1
2890,2891,dipole_change,*C,*C
520,521,dipole_change,*C(C)=[O+][NH-],*C(C)=[O+][NH-]
1807,1809,dipole_change,*C(=O)NC,*C(=O)NC
