rxn_id,ts_file,n_atoms,n_f1,n_f2,rel1_file,rel2_file,formed_d1,formed_d2
4667,TS_ts_guess_MIgzTC_template_4-17_7-13.xyz,36,26,10,r0_C8H13NO4.xyz,r1_C4H2O4.xyz,2.297595747928691,2.313461490969755
4668,TS_ts_guess_5SFDJW_template_4-17_7-13.xyz,37,27,10,r0_C8H14N2O3.xyz,r1_C4H2O4.xyz,2.2962398046589123,2.329699253144062
4671,TS_ts_guess_okhyIW_template_2-3_6-10.xyz,40,26,14,r1_C10H12O4.xyz,r0_C3H7N3O.xyz,1.8722219421318618,2.300028957426406
4672,TS_ts_guess_DhR6Ij_template_3-21_11-14.xyz,40,28,12,r0_C12H14O2.xyz,r1_C6H4O2.xyz,2.469272094383282,2.494432687827034
4673,TS_ts_guess_XDj2J0_template_4-11_12-13.xyz,43,37,6,r1_C17H17NO2.xyz,r0_C2H4.xyz,2.4509274625945174,2.1468835010079146
4674,TS_ts_guess_AI_B2T_template_4-18_6-7.xyz,38,12,26,r0_C2H5N3O2.xyz,r1_C10H12O4.xyz,2.4041689082092383,1.799508960883496
4675,TS_ts_guess_oqA1Tq_template_4-19_6-7.xyz,38,12,26,r0_C2H5N3O2.xyz,r1_C10H12O4.xyz,2.3011791229715257,1.8157651864159088
4676,TS_ts_guess_lAveK1_template_4-18_7-15.xyz,47,29,18,r1_C12H14O3.xyz,r0_C6H12.xyz,2.5504442875899094,2.429403392995902
4677,TS_ts_guess_x3c0zX_template_4-9_11-13.xyz,42,30,12,r1_C10H13N3O4.xyz,r0_C4H8.xyz,2.242527804108569,2.596762517616888
4678,TS_lDyneB_hl_ad_2-16_4-5.xyz,41,13,28,r1_C2H8N3.xyz,r0_C13H11N3O.xyz,2.8688268413412477,1.7341970048699773
4679,TS_ts_guess_q9gxKN_template_2-13_4-5.xyz,41,13,28,r1_C2H8N3.xyz,r0_C13H11N3O.xyz,2.3536791850632492,1.7761667379500157
4680,TS_ts_guess_ITDADP_template_4-5_9-13.xyz,38,28,10,r0_C11H14N2O.xyz,r1_C4H2O4.xyz,2.2843962875779678,2.307382951549222
4681,TS_ts_guess_W7TPEC_template_4-19_12-16.xyz,42,28,14,r1_C12H12N2O2.xyz,r0_C5H8O.xyz,2.8089491195285112,2.0951317964032716
4682,TS_0GS6QZ_ll_ad_4-19_12-16.xyz,42,28,14,r1_C12H12N2O2.xyz,r0_C5H8O.xyz,2.4394103355114325,2.1793813311121117
4683,TS_ts_guess_qo15qC_template_4-18_7-12.xyz,40,20,20,r1_C7H8N4O.xyz,r0_C7H10N2O.xyz,2.036634591427731,3.64823450389363
4684,TS_ts_guess_LpTJDi_template_4-5_14-15.xyz,40,20,20,r1_C7H8N4O.xyz,r0_C7H10N2O.xyz,2.121390938723931,3.127367778915681
4685,TS_ts_guess_iS34mP_template_4-5_6-15.xyz,40,20,20,r1_C7H8N4O.xyz,r0_C7H10N2O.xyz,2.1404980046708757,2.3008219339183986
4686,TS_ts_guess_1f1mrW_template_4-5_11-15.xyz,40,20,20,r1_C7H8N4O.xyz,r0_C7H10N2O.xyz,1.9379808490539838,2.597208129684643
4687,TS_ts_guess_fdVuts_template_4-18_10-15.xyz,42,28,14,r1_C8H13N3O4.xyz,r0_C5H8O.xyz,2.4298910585044755,2.2759817780685325
4688,TS_ts_guess_-rqHFS_template_4-18_10-15.xyz,42,28,14,r1_C8H13N3O4.xyz,r0_C5H8O.xyz,2.4284382664790964,2.1465996107798024
4689,TS_lZ4uBI_hl_ad_4-18_10-15.xyz,43,29,14,r1_C9H14N2O4.xyz,r0_C5H8O.xyz,2.6621287687487993,2.363816677092367
4690,TS_ts_guess_aY1yF9_template_4-18_10-15.xyz,43,29,14,r1_C9H14N2O4.xyz,r0_C5H8O.xyz,2.7011131585699997,2.3003238495916176
4691,TS_ts_guess_D8MXXh_template_3-18_6-14.xyz,39,29,10,r0_C12H15NO.xyz,r1_C4H2O4.xyz,2.2893324079084714,2.2344825577524654
4692,TS_ts_guess_MLDO_6_template_4-18_11-15.xyz,43,29,14,r1_C9H14N2O4.xyz,r0_C5H8O.xyz,2.152925127471924,2.260408768364696
4693,TS_ts_guess_XmzN5__template_4-9_12-15.xyz,43,29,14,r1_C9H14N2O4.xyz,r0_C5H8O.xyz,2.2937624477264427,2.3629808756526147
4694,TS_ts_guess_AkAF8Z_template_2-10_17-18.xyz,38,26,12,r0_C12H11N3.xyz,r1_C6H4O2.xyz,2.1214762923021317,2.1236162732942128
4695,TS_ts_guess_clKeN__template_4-5_9-13.xyz,36,26,10,r0_C10H12N2O2.xyz,r1_C4H2O4.xyz,2.2142767651989668,2.1844925137431805
4696,TS_ts_guess_E57ESd_template_4-19_6-16.xyz,42,28,14,r1_C12H12N2O2.xyz,r0_C5H8O.xyz,2.1368594526547597,2.6740149742849235
4697,TS_ts_guess_kxcsIN_template_4-19_6-16.xyz,42,28,14,r1_C12H12N2O2.xyz,r0_C5H8O.xyz,2.13646771382111,2.779850156914937
4698,TS_ts_guess_YDkWp9_template_5-11_6-9.xyz,44,23,21,r0_C9H14.xyz,r1_C9H8N2O2.xyz,2.4827493934346254,1.9601987393884326
4699,TS_ts_guess_zOaUWT_template_4-11_12-20.xyz,44,21,23,r1_C9H8N2O2.xyz,r0_C9H14.xyz,2.174801930337565,2.256262856007695
4700,TS_ts_guess_JpWz9r_template_4-14_12-13.xyz,44,21,23,r1_C9H8N2O2.xyz,r0_C9H14.xyz,2.66620133568341,1.9462964956809639
4701,TS_ts_guess_5DmcVE_template_3-11_4-9.xyz,44,23,21,r0_C9H14.xyz,r1_C9H8N2O2.xyz,2.31334352628398,1.9872731561363173
4702,TS_ts_guess_5sBWrY_template_5-6_8-19.xyz,44,23,21,r0_C9H14.xyz,r1_C9H8N2O2.xyz,2.1040208944304712,2.2565829904747576
4703,TS_ts_guess_E9j678_template_3-4_6-17.xyz,44,23,21,r0_C9H14.xyz,r1_C9H8N2O2.xyz,1.9889314551537467,2.3515308403038224
4705,TS_LBQ3e1_hl_ad_4-21_9-12.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C7H10N2O.xyz,3.1147361266887437,2.200397379043158
4707,TS_cSs-Nl_ll_ad_4-13_9-12.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C7H10N2O.xyz,2.5333928409348596,2.3272990658056822
4708,TS_ts_guess_6WeKRT_template_5-11_6-9.xyz,45,23,22,r1_C9H14.xyz,r0_C10H9NO2.xyz,2.9242232313214394,2.256660161854239
4709,TS_ts_guess_JZr76c_template_5-6_8-19.xyz,45,23,22,r1_C9H14.xyz,r0_C10H9NO2.xyz,2.1434167496312986,2.823670396115666
4710,TS_ts_guess_WClSFn_template_4-14_12-13.xyz,45,22,23,r0_C10H9NO2.xyz,r1_C9H14.xyz,3.1762962761996874,2.277959267107294
4711,TS_ts_guess_hLoZs3_template_4-11_12-20.xyz,45,22,23,r0_C10H9NO2.xyz,r1_C9H14.xyz,2.540800371969431,2.2492883504121925
4712,TS_ts_guess_Cie4Vk_template_3-11_4-9.xyz,45,23,22,r1_C9H14.xyz,r0_C10H9NO2.xyz,2.9403304607475667,2.205073892843503
4713,TS_ts_guess_yfMc4x_template_3-4_6-17.xyz,45,23,22,r1_C9H14.xyz,r0_C10H9NO2.xyz,2.1632872620620685,2.8924961519421246
4714,TS_ts_guess_75wCZr_template_4-5_9-13.xyz,37,27,10,r0_C10H13N3O.xyz,r1_C4H2O4.xyz,2.10503830202683,2.3442862711921513
4715,TS_ts_guess__oPj6c_template_4-11_15-19.xyz,38,28,10,r1_C11H14N2O.xyz,r0_C4H2O4.xyz,2.689492638547278,2.2231239179137092
4716,TS_ts_guess_H6q4eN_template_4-5_12-13.xyz,37,25,12,r0_C7H11N5O2.xyz,r1_C6H4O2.xyz,1.9555801548389673,2.4614339499771267
4717,TS_ts_guess_QHoyYb_template_4-21_6-12.xyz,36,16,20,r1_C6H4N2O4.xyz,r0_C7H10N2O.xyz,2.94405199249266,2.421448068181517
4718,TS_ts_guess_621oDr_template_4-18_6-12.xyz,36,16,20,r1_C6H4N2O4.xyz,r0_C7H10N2O.xyz,2.340353877023729,2.230840655829098
4719,TS_4F5gX8_hl_ad_4-21_6-12.xyz,36,16,20,r1_C6H4N2O4.xyz,r0_C7H10N2O.xyz,2.970793358650177,2.2273916962222877
4720,TS_ts_guess_ncVEZc_template_4-13_6-12.xyz,36,16,20,r1_C6H4N2O4.xyz,r0_C7H10N2O.xyz,2.371507463724287,2.349996880402185
4721,TS_ts_guess_MvaiUa_template_4-7_16-17.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C7H10N2O.xyz,2.3158175696932606,2.2350933826576465
4722,TS_UrR1Y__ll_ad_4-7_8-17.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C7H10N2O.xyz,3.4228884582469234,2.063661287663264
4723,TS_ts_guess_AUCDDp_template_4-18_9-12.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C7H10N2O.xyz,2.3878311210175647,2.0979106994579158
4724,TS_ts_guess_l-YjwG_template_4-7_13-17.xyz,39,19,20,r1_C7H7N3O2.xyz,r0_C7H10N2O.xyz,3.437520587923802,2.140047882875521
4727,TS_yTVObK_hl_ad_5-13_6-9.xyz,44,23,21,r0_C9H14.xyz,r1_C9H8N2O2.xyz,2.833386745645571,2.9806226365308306
4731,TS_ts_guess_32hc0G_template_4-19_8-12.xyz,36,24,12,r0_C8H10N2O4.xyz,r1_C6H4O2.xyz,1.891062799036563,2.4890535039247346
4732,TS_ts_guess_0aK-Xd_template_4-21_10-14.xyz,37,25,12,r0_C8H11N3O3.xyz,r1_C6H4O2.xyz,2.5858058770333088,2.1518531995468466
4734,TS_ts_guess_bHSHro_template_3-17_4-9.xyz,45,23,22,r0_C9H14.xyz,r1_C10H9NO2.xyz,2.4904126333802594,1.99389020565326
4735,TS_ts_guess_nP_wva_template_5-6_9-19.xyz,45,23,22,r0_C9H14.xyz,r1_C10H9NO2.xyz,2.4888756117773343,2.055153052037731
4736,TS_ts_guess_yv58YS_template_6-12_8-9.xyz,45,23,22,r0_C9H14.xyz,r1_C10H9NO2.xyz,2.5286122765857164,2.0033143305282874
4737,TS_ts_guess_45lzMG_template_6-17_8-9.xyz,45,23,22,r0_C9H14.xyz,r1_C10H9NO2.xyz,2.7927508638974587,2.0102097751727306
4738,TS_ts_guess_IeADGD_template_5-6_14-19.xyz,45,23,22,r0_C9H14.xyz,r1_C10H9NO2.xyz,2.1965797630179518,2.171922509506267
4739,TS_ts_guess_oWc2w__template_3-12_4-9.xyz,45,23,22,r0_C9H14.xyz,r1_C10H9NO2.xyz,1.9487859014268345,2.5377370278655746
4740,TS_ts_guess_ZRsmaF_template_4-19_9-16.xyz,41,27,14,r1_C12H11NO3.xyz,r0_C5H8O.xyz,2.5253290396698804,2.151309272652354
4741,TS_ts_guess_amLQAV_template_4-19_9-16.xyz,41,27,14,r1_C12H11NO3.xyz,r0_C5H8O.xyz,2.598150371187164,2.089588830894729
4742,TS_ts_guess_AwhHRc_template_2-18_11-14.xyz,37,26,11,r1_C10H12O4.xyz,r0_C4H3N3O.xyz,2.2946758967008827,2.5386544292006348
4743,TS_ts_guess_2Ni6z0_template_8-10_14-18.xyz,37,26,11,r1_C10H12O4.xyz,r0_C4H3N3O.xyz,2.4512376886993232,2.2345514047566684
4744,TS_ts_guess_FYEQh1_template_4-18_6-14.xyz,35,25,10,r0_C10H11NO3.xyz,r1_C4H2O4.xyz,2.4559005207051854,2.0931122535115025
4745,TS_ts_guess_KJnkCl_template_4-22_6-15.xyz,36,24,12,r0_C11H9N3O.xyz,r1_C6H4O2.xyz,2.215708925400627,2.7784234446174687
4747,TS_ts_guess_l4aete_template_4-5_8-11.xyz,43,29,14,r1_C12H13N3O.xyz,r0_C5H8O.xyz,2.232789831824751,2.3811190105704503
4748,TS_ts_guess_8tqGlO_template_4-19_7-16.xyz,43,29,14,r1_C12H13N3O.xyz,r0_C5H8O.xyz,2.102458646941718,2.4786360365935134
4749,TS_uO3veF_hl_ad_2-14_4-5.xyz,47,13,34,r1_C2H8N3.xyz,r0_C16H17N.xyz,2.113655103393172,2.6375669432452327
4751,TS_ts_guess_bfrIJv_template_4-21_7-14.xyz,39,27,12,r0_C9H13NO4.xyz,r1_C6H4O2.xyz,2.2469015662907887,2.2133185924760133
4752,TS_ts_guess_Mvk6A0_template_4-21_6-14.xyz,37,25,12,r0_C8H11NO5.xyz,r1_C6H4O2.xyz,2.02053470648242,2.4323882420575877
4753,TS_qzUuJ6_ll_ad_3-4_12-17.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,1.9976635705243264,2.293093396724172
4754,TS_ts_guess_TQ-CSH_template_4-5_6-14.xyz,46,23,23,r1_C9H10N2O2.xyz,r0_C9H14.xyz,1.9205724693694848,2.4769047964344533
4755,TS_ts_guess_CBWcuz_template_4-14_6-13.xyz,46,23,23,r1_C9H10N2O2.xyz,r0_C9H14.xyz,2.6306123986821017,1.9921511402752554
4756,TS_17TzE4_ll_ad_3-17_4-9.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.157821199149735,2.0986968429480233
4757,TS_ts_guess_dH2-kn_template_5-6_14-19.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.220415098602061,2.052844830034652
4758,TS_ts_guess_NFp_qk_template_5-6_12-19.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.363882367589386,2.0132170440615687
4759,TS_ts_guess_w_q9UY_template_4-19_7-16.xyz,45,27,18,r1_C11H11N3O2.xyz,r0_C6H12.xyz,2.1494314973732007,2.40881926059221
4760,TS_ts_guess_-054rR_template_4-16_8-12.xyz,34,24,10,r0_C8H10N2O4.xyz,r1_C4H2O4.xyz,1.935544430825601,2.517783302788387
4761,TS_ts_guess_A3t5Fv_template_3-22_5-15.xyz,36,24,12,r0_C11H9NO3.xyz,r1_C6H4O2.xyz,1.9747931881085676,2.4848516888740058
4762,TS_ts_guess__xfntI_template_4-8_9-10.xyz,40,34,6,r1_C14H14O6.xyz,r0_C2H4.xyz,2.5773237606672548,2.4116907574977353
4763,TS_ts_guess_rqceCW_template_4-14_10-13.xyz,42,19,23,r1_C7H6N2O4.xyz,r0_C9H14.xyz,3.0703756132760045,2.282779519905503
4764,TS_ts_guess_Ngaywu_template_5-13_6-9.xyz,42,23,19,r0_C9H14.xyz,r1_C7H6N2O4.xyz,2.806692093924804,2.2838993209202547
4765,TS_NIMSSt_ll_ad_4-9_10-18.xyz,42,19,23,r1_C7H6N2O4.xyz,r0_C9H14.xyz,2.469355438246993,2.344098040377151
4766,TS_ts_guess_iVV7zk_template_5-6_10-19.xyz,42,23,19,r0_C9H14.xyz,r1_C7H6N2O4.xyz,2.2133762108823705,2.7586706129583503
4767,TS_ts_guess_mkFfbr_template_3-13_4-9.xyz,42,23,19,r0_C9H14.xyz,r1_C7H6N2O4.xyz,2.7126416690930633,2.1907181909593025
4768,TS_ts_guess_WjONaX_template_3-4_8-17.xyz,42,23,19,r0_C9H14.xyz,r1_C7H6N2O4.xyz,2.219271772902093,2.816823761934708
4769,TS_ts_guess_k7_oIy_template_5-14_9-10.xyz,39,20,19,r0_C7H10N2O.xyz,r1_C10H6N2O.xyz,2.5279670096739792,2.3567054431345467
4770,TS_ts_guess_kLm0QZ_template_8-9_13-22.xyz,39,20,19,r0_C7H10N2O.xyz,r1_C10H6N2O.xyz,2.4593641817754444,2.820657108139875
4771,TS_ts_guess_aMtSmr_template_8-14_9-10.xyz,39,20,19,r0_C7H10N2O.xyz,r1_C10H6N2O.xyz,2.504219169441844,2.4750429403547733
4772,TS_ts_guess_H2KYBW_template_5-9_13-22.xyz,39,20,19,r0_C7H10N2O.xyz,r1_C10H6N2O.xyz,2.3613554640502556,2.7705511564668863
4773,TS_ts_guess_9FdDAx_template_4-18_6-15.xyz,45,27,18,r1_C8H12N2O5.xyz,r0_C6H12.xyz,2.152241116627038,2.6421021972285628
4774,TS_ts_guess_1Uiid-_template_4-18_8-15.xyz,49,31,18,r1_C10H16N2O3.xyz,r0_C6H12.xyz,2.1133136968041444,2.6534722002312363
4775,TS_ts_guess_3hAJdP_template_2-19_8-15.xyz,33,23,10,r0_C11H8N2O2.xyz,r1_C4H2O4.xyz,2.0475140511361576,2.5245432149400813
4776,TS_ts_guess_CUfi-C_template_4-18_8-14.xyz,35,25,10,r0_C8H11N3O3.xyz,r1_C4H2O4.xyz,2.325622159294153,2.175099902694127
4777,TS_ts_guess_hC36A3_template_4-5_6-14.xyz,46,23,23,r1_C9H10N2O2.xyz,r0_C9H14.xyz,2.16582055777943,2.3836684655798925
4778,TS_ts_guess_xLT69m_template_5-6_12-19.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.683742695360343,2.1773982138552426
4779,TS_ts_guess_BnjM5i_template_5-6_14-19.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.270834412479254,2.377704845497018
4780,TS_RURh_P_hl_ad_3-17_4-9.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.397521542489243,2.1110396342323847
4781,TS_ts_guess_9eQqrG_template_4-14_6-13.xyz,46,23,23,r1_C9H10N2O2.xyz,r0_C9H14.xyz,2.9511169678106626,2.4172009133499848
4782,TS_imJf2b_hl_ad_3-4_12-17.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.3250845010235652,2.4584906179808783
4783,TS_ts_guess_hCib7S_template_4-7_8-9.xyz,41,35,6,r1_C17H14N2O2.xyz,r0_C2H4.xyz,2.4103072692501257,2.42246043340237
4784,TS_ts_guess_PpVOcW_template_1-3_11-20.xyz,45,18,27,r0_C6H12.xyz,r1_C15H10N2.xyz,2.242800579030601,2.7491880347477142
4785,TS_ts_guess_F7G9ve_template_4-18_6-14.xyz,33,23,10,r0_C7H9N3O4.xyz,r1_C4H2O4.xyz,2.0201242069239207,2.4296091379890714
4786,TS_ts_guess_vyELNS_template_4-18_10-15.xyz,46,28,18,r1_C9H13NO5.xyz,r0_C6H12.xyz,2.367510053832929,2.3140022988968703
4787,TS_ts_guess_TS8GC9_template_3-18_8-12.xyz,41,21,20,r0_C8H9NO3.xyz,r1_C7H10N2O.xyz,2.4367132888585807,2.3666539043975146
4788,TS_ts_guess_Nbngjw_template_3-21_8-12.xyz,41,21,20,r0_C8H9NO3.xyz,r1_C7H10N2O.xyz,3.5167660446637616,2.4959751096916007
4789,TS_ts_guess_bKd8xk_template_3-21_8-12.xyz,41,21,20,r0_C8H9NO3.xyz,r1_C7H10N2O.xyz,3.1027838940216252,2.4170442844515696
4790,TS_ts_guess_ZFt_Pv_template_3-13_8-12.xyz,41,21,20,r0_C8H9NO3.xyz,r1_C7H10N2O.xyz,2.4212340606186755,2.6035629416244195
4791,TS_ts_guess_i8DYlD_template_5-11_6-9.xyz,45,23,22,r0_C9H14.xyz,r1_C9H9NO3.xyz,2.7997414233996687,2.336223360254751
4792,TS_ts_guess_-jIfv8_template_3-11_4-9.xyz,45,23,22,r0_C9H14.xyz,r1_C9H9NO3.xyz,2.6551943586298914,2.316925840095017
4793,TS_ts_guess_QK8Ef4_template_4-11_12-20.xyz,45,22,23,r1_C9H9NO3.xyz,r0_C9H14.xyz,2.4416282312424227,2.5180230700492
4795,TS_tVv_zJ_hl_ad_4-14_12-13.xyz,45,22,23,r1_C9H9NO3.xyz,r0_C9H14.xyz,2.990085819236632,2.3807684753877267
4796,TS_ts_guess_UHI8AE_template_3-4_6-17.xyz,45,23,22,r0_C9H14.xyz,r1_C9H9NO3.xyz,2.211858201806798,2.6931004389365056
4797,TS_ts_guess_4302bi_template_4-18_9-12.xyz,40,20,20,r1_C7H8N2O3.xyz,r0_C7H10N2O.xyz,2.5285831059112924,2.3150328435035212
4798,TS_ts_guess_34t0j-_template_4-21_9-12.xyz,40,20,20,r1_C7H8N2O3.xyz,r0_C7H10N2O.xyz,3.312683428249673,2.46013196430598
4799,TS_ts_guess_Q_ZaPK_template_4-21_9-12.xyz,40,20,20,r1_C7H8N2O3.xyz,r0_C7H10N2O.xyz,3.4698957483186725,2.349857649539648
4800,TS_ts_guess_tG2l-t_template_4-13_9-12.xyz,40,20,20,r1_C7H8N2O3.xyz,r0_C7H10N2O.xyz,2.50312487321348,2.5309524134997083
4802,TS_ts_guess_BgMaJr_template_4-9_10-14.xyz,45,32,13,r0_C10H16N2O4.xyz,r1_C2H8N3.xyz,2.495660743149998,1.9105294247930338
4803,TS_ts_guess_t4zVh2_template_4-6_7-11.xyz,42,29,13,r0_C9H13NO6.xyz,r1_C2H8N3.xyz,1.9970157134584594,2.889134785329338
4804,TS_ts_guess_bnfqkd_template_4-17_7-16.xyz,42,29,13,r0_C9H13NO6.xyz,r1_C2H8N3.xyz,2.1844200712088324,2.065998155613891
4805,TS_ts_guess_EsvFgU_template_3-15_11-14.xyz,45,22,23,r1_C11H8N2O.xyz,r0_C9H14.xyz,3.1588848419972515,2.29887956635401
4806,TS_ts_guess_sAJr_6_template_5-13_6-9.xyz,45,23,22,r0_C9H14.xyz,r1_C11H8N2O.xyz,2.8529531433411237,2.2803757112809286
4807,TS_-jQ3bi_ll_ad_5-6_10-20.xyz,45,23,22,r0_C9H14.xyz,r1_C11H8N2O.xyz,2.1621470329512746,2.7686524778852255
4808,TS_ts_guess_D619ML_template_3-4_8-18.xyz,45,23,22,r0_C9H14.xyz,r1_C11H8N2O.xyz,2.1885787869985394,2.797023590765727
4809,TS_ts_guess_wqCLIt_template_3-10_11-19.xyz,45,22,23,r1_C11H8N2O.xyz,r0_C9H14.xyz,2.4731324867463127,2.328786726409269
4810,TS_ts_guess_Idt5bS_template_3-13_4-9.xyz,45,23,22,r0_C9H14.xyz,r1_C11H8N2O.xyz,2.7572682136310207,2.1883728260285085
4811,TS_ts_guess_GuUvcH_template_4-20_10-18.xyz,45,33,12,r1_C13H15NO4.xyz,r0_C4H8.xyz,2.358595146713399,2.251985609034836
4812,TS_ts_guess_gu0LI6_template_4-21_12-19.xyz,45,33,12,r1_C16H14N2O.xyz,r0_C4H8.xyz,2.6684109476240723,2.2618141842556385
4813,TS_ts_guess_626dR-_template_4-8_10-12.xyz,47,35,12,r1_C14H17NO3.xyz,r0_C4H8.xyz,2.525113553347651,2.1509520744079818
4814,TS_ts_guess_q_vMk3_template_5-6_12-19.xyz,43,23,20,r0_C9H14.xyz,r1_C7H7NO5.xyz,2.6862744003359,2.178454122606212
4815,TS_ts_guess_80TY6M_template_5-6_13-19.xyz,43,23,20,r0_C9H14.xyz,r1_C7H7NO5.xyz,2.1805643194595294,2.481289598092089
4817,TS_ts_guess_5iLg0t_template_3-16_4-9.xyz,43,23,20,r0_C9H14.xyz,r1_C7H7NO5.xyz,2.5095721331334553,2.090248454753645
4818,TS_ts_guess_o_Lddx_template_3-15_4-9.xyz,43,23,20,r0_C9H14.xyz,r1_C7H7NO5.xyz,2.1147018434994567,2.6442291600767134
4819,TS_ts_guess_N7ABC3_template_4-11_6-10.xyz,43,20,23,r1_C7H7NO5.xyz,r0_C9H14.xyz,3.074935959999818,2.3544239281828583
4820,TS_ts_guess_5guq9g_template_3-6_10-14.xyz,36,26,10,r0_C11H11N3O.xyz,r1_C4H2O4.xyz,2.2833482573843176,2.0247041971853568
4821,TS_2e32H__ll_ad_4-19_9-16.xyz,46,28,18,r1_C12H12O4.xyz,r0_C6H12.xyz,2.733968687512715,2.193500014041486
4822,TS_ts_guess_zR8mEJ_template_4-8_11-14.xyz,42,28,14,r1_C10H12N2O4.xyz,r0_C5H8O.xyz,2.127937290452893,2.56796746868024
4823,TS_ts_guess_iFsUyJ_template_4-19_10-16.xyz,42,28,14,r1_C10H12N2O4.xyz,r0_C5H8O.xyz,2.2193612379466305,2.396069945765357
4824,TS_ts_guess_jQtjni_template_4-19_8-10.xyz,41,21,20,r1_C7H9NO4.xyz,r0_C7H10N2O.xyz,2.696397744324824,1.9878480467077961
4825,TS_ts_guess_5krAHT_template_4-21_8-12.xyz,41,21,20,r1_C7H9NO4.xyz,r0_C7H10N2O.xyz,2.6049221972450542,1.8618405859525138
4826,TS_ts_guess_nZYvm1_template_4-11_8-10.xyz,41,21,20,r1_C7H9NO4.xyz,r0_C7H10N2O.xyz,2.312989596582743,2.028247769405898
4827,TS_ts_guess_AiYb2U_template_4-16_8-10.xyz,41,21,20,r1_C7H9NO4.xyz,r0_C7H10N2O.xyz,2.5552406256358715,1.8361838787550662
4830,TS_ts_guess_YyJFsh_template_4-19_6-16.xyz,47,29,18,r1_C12H13NO3.xyz,r0_C6H12.xyz,2.391303391771943,2.8636456051858095
4831,TS_ts_guess_OJeVCM_template_4-8_15-16.xyz,36,24,12,r0_C9H9N3O3.xyz,r1_C6H4O2.xyz,2.183770214720404,2.26496200040972
4832,TS_ts_guess_qFSHP6_template_3-19_7-15.xyz,37,27,10,r0_C12H12N2O.xyz,r1_C4H2O4.xyz,2.2914569360561856,2.093126485189082
4833,TS_ts_guess_w_yDLZ_template_4-19_10-16.xyz,41,27,14,r1_C9H11N3O4.xyz,r0_C5H8O.xyz,2.1257415995600217,2.4453903326054105
4834,TS_ts_guess_3yKvtV_template_4-19_10-16.xyz,41,27,14,r1_C9H11N3O4.xyz,r0_C5H8O.xyz,2.1007908195010754,2.3341669778745477
4837,TS_ts_guess_or4qZg_template_3-19_5-15.xyz,33,23,10,r0_C11H8O4.xyz,r1_C4H2O4.xyz,2.4098030535502275,2.1046564255478852
4838,TS_ts_guess_GvSSBR_template_4-19_6-15.xyz,35,25,10,r0_C10H10N4O.xyz,r1_C4H2O4.xyz,2.1085444168430505,2.424198566000731
4839,TS_6ciMkc_ll_ad_4-19_9-16.xyz,47,29,18,r1_C12H13NO3.xyz,r0_C6H12.xyz,2.7782563457139804,2.2773291673142024
4840,TS_ts_guess_AkVmHz_template_5-6_10-19.xyz,45,23,22,r0_C9H14.xyz,r1_C7H9N3O3.xyz,2.1621514799384434,2.3407209089509156
4841,TS_ts_guess__TjoSr_template_4-14_10-13.xyz,45,22,23,r1_C7H9N3O3.xyz,r0_C9H14.xyz,2.8178952455689332,2.0651973688245877
4842,TS_ts_guess_3NqHqP_template_3-13_4-9.xyz,45,23,22,r0_C9H14.xyz,r1_C7H9N3O3.xyz,2.396052401284246,2.1636607637520258
4843,TS_ts_guess_JFCugg_template_5-6_16-19.xyz,45,23,22,r0_C9H14.xyz,r1_C7H9N3O3.xyz,2.6734659418253304,2.145961310555248
4844,TS_ts_guess_ULcbD9_template_3-4_8-17.xyz,45,23,22,r0_C9H14.xyz,r1_C7H9N3O3.xyz,2.189346479043461,2.4491078165323796
4845,TS_ts_guess_wzGhLP_template_4-9_10-18.xyz,45,22,23,r1_C7H9N3O3.xyz,r0_C9H14.xyz,2.185577025798908,2.3613254480693677
4846,TS_ts_guess_AerfHa_template_4-7_13-17.xyz,44,24,20,r1_C8H12N2O2.xyz,r0_C7H10N2O.xyz,2.8692598483581095,2.0960918623476408
4847,TS_tugbpo_ll_ad_4-7_8-17.xyz,44,24,20,r1_C8H12N2O2.xyz,r0_C7H10N2O.xyz,3.175599414583017,1.9830478148547002
4848,TS_NkOhn4_ll_ad_4-18_9-12.xyz,44,24,20,r1_C8H12N2O2.xyz,r0_C7H10N2O.xyz,2.41020887437168,2.029969931624604
4849,TS_X7AStR_ll_ad_4-7_16-17.xyz,44,24,20,r1_C8H12N2O2.xyz,r0_C7H10N2O.xyz,2.369464585639549,2.09422865451698
4850,TS_ts_guess_949qeg_template_4-19_7-8.xyz,41,15,26,r0_C4H7N3O.xyz,r1_C10H12O4.xyz,2.1006815622316486,2.2269624842147655
