rxn_id,fold,scaffold
4809,4,C=C(C)/C=C/C=C(C)C.CC(=O)[C-]([N+]#CC#N)c1ccccc1
4810,4,C=C(C)/C=C/C=C(C)C.CC(=O)[C-]([N+]#CC#N)c1ccccc1
4811,4,C/C=C\C.COC(=O)[C-]([NH+]=C(C)c1ccccc1)C(=O)OC
4812,0,C/C=C\C.CNC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
4813,1,C/C=C/C.COC(=O)C(C(C)=O)=[N+](C)[C-](C)c1ccccc1
4814,4,C=C(C)/C=C/C=C(C)C.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4815,4,C=C(C)/C=C/C=C(C)C.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4817,4,C=C(C)/C=C/C=C(C)C.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4818,4,C=C(C)/C=C/C=C(C)C.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4819,4,C=C(C)/C=C/C=C(C)C.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4820,2,CC(=O)C(C#N)=[N+](C)[N-]c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
4821,3,CC(C)=C(C)C.COC(=O)C(=[O+][CH-]c1ccccc1)C(C)=O
4822,2,CC(C)=CC=O.COC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C(C)=O
4823,2,CC(C)=CC=O.COC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C(C)=O
4824,0,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C)[n+]1C
4825,0,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C)[n+]1C
4826,0,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C)[n+]1C
4827,0,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C)[n+]1C
4830,4,CC(C)=C(C)C.CNC(=O)[CH-][O+]=C(C(C)=O)c1ccccc1
4831,0,COC(=O)C(C(C)=O)=[N+](C)[C-](C#N)C#N.O=C1C=CC(=O)C=C1
4832,1,CC(=O)[C-](C#N)[NH+]=C(C)c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
4833,3,CC(C)=CC=O.CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(=O)OC
4834,3,CC(C)=CC=O.CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(=O)OC
4837,2,CC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O.O=C([O-])/C=C/C(=O)[O-]
4838,3,CNC(=O)[N-][NH+]=C(C#N)c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
4839,4,CC(C)=C(C)C.CNC(=O)[C-]([O+]=Cc1ccccc1)C(C)=O
4840,0,C=C(C)/C=C/C=C(C)C.CNC(=O)C(=[NH+][CH-]C#N)C(=O)OC
4841,0,C=C(C)/C=C/C=C(C)C.CNC(=O)C(=[NH+][CH-]C#N)C(=O)OC
4842,0,C=C(C)/C=C/C=C(C)C.CNC(=O)C(=[NH+][CH-]C#N)C(=O)OC
4843,0,C=C(C)/C=C/C=C(C)C.CNC(=O)C(=[NH+][CH-]C#N)C(=O)OC
4844,0,C=C(C)/C=C/C=C(C)C.CNC(=O)C(=[NH+][CH-]C#N)C(=O)OC
4845,0,C=C(C)/C=C/C=C(C)C.CNC(=O)C(=[NH+][CH-]C#N)C(=O)OC
4846,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C(C#N)=[N+](C)[C-](C)C
4847,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C(C#N)=[N+](C)[C-](C)C
4848,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C(C#N)=[N+](C)[C-](C)C
4849,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C(C#N)=[N+](C)[C-](C)C
4850,4,CNC(=O)[C-](C)[N+]#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4851,4,CNC(=O)[C-](C)[N+]#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4852,0,CC(C)=CC=O.CNC(=O)C(=[NH+][C-](C#N)C#N)c1ccccc1
4853,0,CC(C)=CC=O.CNC(=O)C(=[NH+][C-](C#N)C#N)c1ccccc1
4854,0,C=C(C)/C=C/C=C(C)C.COC(=O)[C-]([O+]=CC#N)C(=O)OC
4856,0,C=C(C)/C=C/C=C(C)C.COC(=O)[C-]([O+]=CC#N)C(=O)OC
4857,0,C=C(C)/C=C/C=C(C)C.COC(=O)[C-]([O+]=CC#N)C(=O)OC
4858,0,C=C(C)/C=C/C=C(C)C.COC(=O)[C-]([O+]=CC#N)C(=O)OC
4859,0,C=C(C)/C=C/C=C(C)C.COC(=O)[C-]([O+]=CC#N)C(=O)OC
4860,1,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(C)=O.CNC(N)=[NH2+]
4861,1,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(C)=O.CNC(N)=[NH2+]
4862,0,CNC(N)=[NH2+].COC(=O)[CH-][NH+]=C(C(=O)OC)c1ccccc1
4866,2,CNC(N)=[NH2+].COC(=O)C(=[O+][C-](C)C(C)=O)c1ccccc1
4867,2,CNC(N)=[NH2+].COC(=O)C(=[O+][C-](C)C(C)=O)c1ccccc1
4868,2,CN1C=CCC(C(N)=O)=C1.C[N-][NH+]=C(C(=O)NC)C(=O)NC
4869,2,CN1C=CCC(C(N)=O)=C1.C[N-][NH+]=C(C(=O)NC)C(=O)NC
4870,2,CN1C=CCC(C(N)=O)=C1.C[N-][NH+]=C(C(=O)NC)C(=O)NC
4871,2,CN1C=CCC(C(N)=O)=C1.C[N-][NH+]=C(C(=O)NC)C(=O)NC
4872,3,CN1C=CCC(C(N)=O)=C1.Cc1[nH+][c-](-c2ccccc2)c(=O)o1
4873,3,CN1C=CCC(C(N)=O)=C1.Cc1[nH+][c-](-c2ccccc2)c(=O)o1
4874,3,CN1C=CCC(C(N)=O)=C1.Cc1[nH+][c-](-c2ccccc2)c(=O)o1
4875,3,CN1C=CCC(C(N)=O)=C1.Cc1[nH+][c-](-c2ccccc2)c(=O)o1
4876,4,CC(C)=[NH+][C-](C#N)c1ccccc1.CN1C=CCC(C(N)=O)=C1
4877,4,CC(C)=[NH+][C-](C#N)c1ccccc1.CN1C=CCC(C(N)=O)=C1
4878,4,CC(C)=[NH+][C-](C#N)c1ccccc1.CN1C=CCC(C(N)=O)=C1
4879,4,CC(C)=[NH+][C-](C#N)c1ccccc1.CN1C=CCC(C(N)=O)=C1
4880,1,C/C=C\C.CNC(=O)C(=[NH+][CH-]c1ccccc1)c1ccccc1
4881,2,CC(=O)[CH-][NH+]=C(C(C)=O)c1ccccc1.O=C([O-])/C=C\C(=O)[O-]
4882,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C(C#N)=[N+](C)[C-](C#N)C#N
4883,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C(C#N)=[N+](C)[C-](C#N)C#N
4884,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C(C#N)=[N+](C)[C-](C#N)C#N
4885,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C(C#N)=[N+](C)[C-](C#N)C#N
4886,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C(C#N)=[N+](C)[C-](C#N)C#N
4887,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C(C#N)=[N+](C)[C-](C#N)C#N
4888,0,C=C(C)/C=C/C=C(C)C.CC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
4890,0,C=C(C)/C=C/C=C(C)C.CC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
4891,0,C=C(C)/C=C/C=C(C)C.CC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
4892,0,C=C(C)/C=C/C=C(C)C.CC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
4894,3,C#[N+][N-]c1ccccc1.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4895,3,C#[N+][N-]c1ccccc1.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4896,3,CC(=[O+][C-](C)c1ccccc1)c1ccccc1.CC(C)=CC=O
4897,4,C/C=C\C.CC(=O)C(C)=[O+][C-](c1ccccc1)c1ccccc1
4898,1,C=C(C)/C=C/C=C(C)C.CC(=O)C=[O+][C-](C#N)c1ccccc1
4899,1,C=C(C)/C=C/C=C(C)C.CC(=O)C=[O+][C-](C#N)c1ccccc1
4901,1,C=C(C)/C=C/C=C(C)C.CC(=O)C=[O+][C-](C#N)c1ccccc1
4902,1,C=C(C)/C=C/C=C(C)C.CC(=O)C=[O+][C-](C#N)c1ccccc1
4903,1,C=C(C)/C=C/C=C(C)C.CC(=O)C=[O+][C-](C#N)c1ccccc1
4904,1,CN1C=CCC(C(N)=O)=C1.C[N-][O+]=C(C(=O)NC)C(=O)OC
4905,1,CN1C=CCC(C(N)=O)=C1.C[N-][O+]=C(C(=O)NC)C(=O)OC
4906,1,CN1C=CCC(C(N)=O)=C1.C[N-][O+]=C(C(=O)NC)C(=O)OC
4907,1,CN1C=CCC(C(N)=O)=C1.C[N-][O+]=C(C(=O)NC)C(=O)OC
4908,0,CC(=O)[C-](C#N)[NH+]=C(C#N)c1ccccc1.O=C1C=CC(=O)C=C1
4911,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-](C)[N+](C)=C(C#N)C#N
4912,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-](C)[N+](C)=C(C#N)C#N
4913,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-](C)[N+](C)=C(C#N)C#N
4914,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-](C)[N+](C)=C(C#N)C#N
4915,3,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
4916,3,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
4917,3,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
4918,3,CN1C=CCC(C(N)=O)=C1.COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
4919,1,C[N-][O+]=C(c1ccccc1)c1ccccc1.O=C1C=CC(=O)C=C1
4920,2,C/C=C/C.CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)C(C)=O
4921,3,COC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(C)=O.O=C([O-])/C=C\C(=O)[O-]
4922,4,C/C=C\C.CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)C(C)=O
4923,0,CNC(=O)C#[N+][C-](C(=O)OC)C(=O)OC.O=C1C=CC(=O)C=C1
4924,1,C/C=C/C.CNC(=O)[C-](C#N)[O+]=C(C(=O)OC)c1ccccc1
4925,2,C/C=C/C.CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(C)=O)C(C)=O
4926,4,CNC(=O)[N-][N+]#CC#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4927,4,CNC(=O)[N-][N+]#CC#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4929,0,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-](C#N)[N+]#CC(=O)OC
4930,0,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-](C#N)[N+]#CC(=O)OC
4931,0,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-](C#N)[N+]#CC(=O)OC
4932,3,COC(=O)[C-]([O+]=C(C)C)c1ccccc1.O=C([O-])/C=C\C(=O)[O-]
4933,4,C/C=C\C.CNC(=O)[C-](C#N)[O+]=C(C(=O)OC)c1ccccc1
4934,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)[N-][O+]=Cc1ccccc1
4935,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)[N-][O+]=Cc1ccccc1
4936,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)[N-][O+]=Cc1ccccc1
4938,2,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-](C)[N+]#Cc1ccccc1
4939,2,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-](C)[N+]#Cc1ccccc1
4940,2,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-](C)[N+]#Cc1ccccc1
4941,2,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-](C)[N+]#Cc1ccccc1
4942,2,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-](C)[N+]#Cc1ccccc1
4943,2,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-](C)[N+]#Cc1ccccc1
4944,0,C/C=C\C.CNC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(=O)OC
4945,1,CNC(=O)C(C)=[O+][C-](C)c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
4946,4,CC(=O)C(C)=[O+][CH-]c1ccccc1.CN1C=CCC(C(N)=O)=C1
4947,4,CC(=O)C(C)=[O+][CH-]c1ccccc1.CN1C=CCC(C(N)=O)=C1
4948,4,CC(=O)C(C)=[O+][CH-]c1ccccc1.CN1C=CCC(C(N)=O)=C1
4949,4,CC(=O)C(C)=[O+][CH-]c1ccccc1.CN1C=CCC(C(N)=O)=C1
4950,2,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC.O=C1C=CC(=O)C=C1
4951,3,CNC(=O)[C-](C)[N+](C)=Cc1ccccc1.O=C([O-])/C=C/C(=O)[O-]
4952,0,CN1C=CCC(C(N)=O)=C1.CNC(=O)[CH-][O+]=Cc1ccccc1
4953,0,CN1C=CCC(C(N)=O)=C1.CNC(=O)[CH-][O+]=Cc1ccccc1
4954,0,CN1C=CCC(C(N)=O)=C1.CNC(=O)[CH-][O+]=Cc1ccccc1
4955,0,CN1C=CCC(C(N)=O)=C1.CNC(=O)[CH-][O+]=Cc1ccccc1
4956,0,CNC(=O)C#[N+][N-]C#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4957,0,CNC(=O)C#[N+][N-]C#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
4958,4,C/C=C/C.CNC(=O)[C-]([O+]=C(C(=O)OC)C(=O)OC)C(C)=O
4959,0,C/C=C\C.COC(=O)C(C(C)=O)=[N+](C)[C-](C#N)c1ccccc1
4960,3,C=C(C)/C=C/C=C(C)C.COC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
4961,3,C=C(C)/C=C/C=C(C)C.COC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
4962,3,C=C(C)/C=C/C=C(C)C.COC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
4963,3,C=C(C)/C=C/C=C(C)C.COC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
4964,3,C=C(C)/C=C/C=C(C)C.COC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
4965,3,C=C(C)/C=C/C=C(C)C.COC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
4966,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-]([N+]#CC#N)C(=O)OC
4967,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-]([N+]#CC#N)C(=O)OC
4968,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-]([N+]#CC#N)C(=O)OC
4969,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)[C-]([N+]#CC#N)C(=O)OC
4970,1,CC=[N+](C)[C-](C(=O)NC)c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
4971,1,CC(C)=CC=O.CNC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
4972,1,CC(C)=CC=O.CNC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
4973,2,CC(C)=CC=O.CNC(=O)C(=[NH+][N-]c1ccccc1)C(=O)OC
4974,2,CC(C)=CC=O.CNC(=O)C(=[NH+][N-]c1ccccc1)C(=O)OC
4975,4,C=C(C)/C=C/C=C(C)C.COC(=O)[C-](C)[O+]=Cc1ccccc1
4976,4,C=C(C)/C=C/C=C(C)C.COC(=O)[C-](C)[O+]=Cc1ccccc1
4977,4,C=C(C)/C=C/C=C(C)C.COC(=O)[C-](C)[O+]=Cc1ccccc1
4978,4,C=C(C)/C=C/C=C(C)C.COC(=O)[C-](C)[O+]=Cc1ccccc1
4979,4,C=C(C)/C=C/C=C(C)C.COC(=O)[C-](C)[O+]=Cc1ccccc1
4980,4,C=C(C)/C=C/C=C(C)C.COC(=O)[C-](C)[O+]=Cc1ccccc1
4981,2,CC(=[NH+][CH-]c1ccccc1)c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
4982,3,CNC(=O)[N-][N+](C)=C(C(C)=O)C(=O)OC.O=C1C=CC(=O)C=C1
4983,4,C=C.CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)NC)c1ccccc1
4984,0,CNC(=O)[c-]1c(=O)oc(C(=O)OC)[n+]1C.O=C([O-])/C=C\C(=O)[O-]
4985,3,COC1=C(OC)C(=O)C(C)=C(C)C1=O.[CH2-][NH+]=C(C#N)C(=O)OC
4986,3,COC1=C(OC)C(=O)C(C)=C(C)C1=O.[CH2-][NH+]=C(C#N)C(=O)OC
4987,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4988,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4989,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4990,2,CN1C=CCC(C(N)=O)=C1.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
4991,1,C/C=C/C.CC(=O)C(C#N)=[O+][C-](c1ccccc1)c1ccccc1
4992,2,CC(C)=C(C)C.COC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
4993,3,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)OC.O=C([O-])/C=C\C(=O)[O-]
4994,0,C=C(C)/C=C/C=C(C)C.C[CH-][N+](C)=C(C(C)=O)c1ccccc1
4995,0,C=C(C)/C=C/C=C(C)C.C[CH-][N+](C)=C(C(C)=O)c1ccccc1
4996,0,C=C(C)/C=C/C=C(C)C.C[CH-][N+](C)=C(C(C)=O)c1ccccc1
4997,0,C=C(C)/C=C/C=C(C)C.C[CH-][N+](C)=C(C(C)=O)c1ccccc1
4998,0,C=C(C)/C=C/C=C(C)C.C[CH-][N+](C)=C(C(C)=O)c1ccccc1
4999,0,C=C(C)/C=C/C=C(C)C.C[CH-][N+](C)=C(C(C)=O)c1ccccc1
5000,4,CNC(=O)C(C#N)=[O+][NH-].COC1=C(OC)C(=O)C(C)=C(C)C1=O
5001,4,CNC(=O)C(C#N)=[O+][NH-].COC1=C(OC)C(=O)C(C)=C(C)C1=O
5002,4,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC.O=C([O-])/C=C/C(=O)[O-]
5003,0,CC(C)=C(C)C.CNC(=O)C(C(=O)OC)=[N+](C)[N-]C(=O)OC
5004,3,CN1C=CCC(C(N)=O)=C1.COC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
5005,3,CN1C=CCC(C(N)=O)=C1.COC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
5006,3,CN1C=CCC(C(N)=O)=C1.COC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
5007,3,CN1C=CCC(C(N)=O)=C1.COC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
5008,1,C/C=C/C.CNC(=O)[C-]([O+]=C(C(C)=O)c1ccccc1)C(C)=O
5009,4,C=C(C)/C=C/C=C(C)C.CC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
5011,4,C=C(C)/C=C/C=C(C)C.CC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
5012,4,C=C(C)/C=C/C=C(C)C.CC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
5014,4,C=C(C)/C=C/C=C(C)C.CC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
5015,0,CC(C)=CC=O.CNC(=O)C(C(C)=O)=[N+](C)[CH-]c1ccccc1
5016,0,CC(C)=CC=O.CNC(=O)C(C(C)=O)=[N+](C)[CH-]c1ccccc1
5021,2,COC(=O)C(C(=O)OC)=[N+](C)[N-]C(C)=O.O=C1C=CC(=O)C=C1
5022,3,CC(C)=C(C)C.CNC(=O)C(C(=O)NC)=[N+](C)[CH-]C(=O)OC
5023,4,CNC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1.O=C1C=CC(=O)C=C1
5025,2,C(#[N+][CH-]c1ccccc1)c1ccccc1.C=C(C)/C=C/C=C(C)C
5026,2,C(#[N+][CH-]c1ccccc1)c1ccccc1.C=C(C)/C=C/C=C(C)C
5029,2,C(#[N+][CH-]c1ccccc1)c1ccccc1.C=C(C)/C=C/C=C(C)C
5030,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)C=[O+][C-](C#N)C(=O)OC
5033,1,CN1C=CCC(C(N)=O)=C1.CNC(=O)C=[O+][C-](C#N)C(=O)OC
5034,0,CC(C)=C(C)C.CNC(=O)[C-]([O+]=C(C)C(=O)OC)C(=O)NC
5035,1,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1.O=C1C=CC(=O)C=C1
5036,2,CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C.O=C1C=CC(=O)C=C1
5037,0,CN1C=CCC(C(N)=O)=C1.C[N+](=Cc1ccccc1)[C-](C#N)C#N
5038,0,CN1C=CCC(C(N)=O)=C1.C[N+](=Cc1ccccc1)[C-](C#N)C#N
5039,0,CN1C=CCC(C(N)=O)=C1.C[N+](=Cc1ccccc1)[C-](C#N)C#N
5040,0,CN1C=CCC(C(N)=O)=C1.C[N+](=Cc1ccccc1)[C-](C#N)C#N
5041,2,CC(C)=CC=O.CNC(=O)C(=[O+][N-]c1ccccc1)C(=O)OC
5042,2,CC(C)=CC=O.CNC(=O)C(=[O+][N-]c1ccccc1)C(=O)OC
5043,3,CC(C)=CC=O.COC(=O)[CH-][O+]=C(C(=O)OC)c1ccccc1
5044,3,CC(C)=CC=O.COC(=O)[CH-][O+]=C(C(=O)OC)c1ccccc1
5045,4,COC(=O)[N-][O+]=CC#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
5046,4,COC(=O)[N-][O+]=CC#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O
5047,3,C=C.CNC(=O)[C-]([O+]=C(C(=O)OC)c1ccccc1)C(=O)OC
5048,4,CC(=O)C(C#N)=[N+](C)[C-](C)c1ccccc1.O=C1C=CC(=O)C=C1
5049,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C#[N+][C-](C(C)=O)C(C)=O
5050,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C#[N+][C-](C(C)=O)C(C)=O
5051,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C#[N+][C-](C(C)=O)C(C)=O
5052,1,CN1C=CCC(C(N)=O)=C1.COC(=O)C#[N+][C-](C(C)=O)C(C)=O
5053,0,CNC(=O)[C-](C(=O)NC)[N+](C)=CC(C)=O.O=C1C=CC(=O)C=C1
5054,1,COC(=O)[C-](C#N)[N+](C)=Cc1ccccc1.O=C([O-])/C=C\C(=O)[O-]
5055,2,COC(=O)[C-](C)[N+](C)=C(C(C)=O)C(C)=O.O=C([O-])/C=C\C(=O)[O-]
5056,3,CNC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O.O=C([O-])/C=C\C(=O)[O-]
5057,4,CNC(=O)[C-]([O+]=CC(C)=O)c1ccccc1.O=C1C=CC(=O)C=C1
5058,0,CC(C)=CC=O.CNC(=O)C(=[O+][C-](C#N)C(=O)OC)C(=O)NC
5059,0,CC(C)=CC=O.CNC(=O)C(=[O+][C-](C#N)C(=O)OC)C(=O)NC
5060,0,COC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1.O=C([O-])/C=C\C(=O)[O-]
5061,1,CNC(=O)C(=[NH+][C-](C)C#N)c1ccccc1.O=C([O-])/C=C\C(=O)[O-]
5062,2,COC(=O)[N-][O+]=C(C(=O)OC)C(=O)OC.O=C([O-])/C=C\C(=O)[O-]
5063,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
5064,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
5065,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
5066,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
5067,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
5068,1,C=C(C)/C=C/C=C(C)C.CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
5069,3,CNC(=O)[C-]([NH+]=C(C)C(C)=O)C(=O)OC.O=C([O-])/C=C/C(=O)[O-]
5070,4,CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
5071,0,CC(=O)C#[N+][C-](c1ccccc1)c1ccccc1.CC(C)=C(C)C
5072,2,C=C(C)/C=C/C=C(C)C.COC(=O)C=[N+](C)[C-](C#N)C(=O)OC
5073,2,C=C(C)/C=C/C=C(C)C.COC(=O)C=[N+](C)[C-](C#N)C(=O)OC
5074,2,C=C(C)/C=C/C=C(C)C.COC(=O)C=[N+](C)[C-](C#N)C(=O)OC
5075,2,C=C(C)/C=C/C=C(C)C.COC(=O)C=[N+](C)[C-](C#N)C(=O)OC
5076,2,C=C(C)/C=C/C=C(C)C.COC(=O)C=[N+](C)[C-](C#N)C(=O)OC
5077,2,C=C(C)/C=C/C=C(C)C.COC(=O)C=[N+](C)[C-](C#N)C(=O)OC
5078,1,C/C=C/C.CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(=O)OC
5079,3,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
5080,3,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
5081,3,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
5082,3,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
5083,3,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
5084,3,C=C(C)/C=C/C=C(C)C.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
5085,2,CC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
5086,3,CNC(=O)[C-]([O+]=C(C)C(C)=O)C(=O)NC.O=C([O-])/C=C/C(=O)[O-]
5087,4,COC(=O)C(C#N)=[N+](C)[CH-]c1ccccc1.O=C([O-])/C=C/C(=O)[O-]
5088,4,C=C(C)/C=C/C=C(C)C.CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
5089,4,C=C(C)/C=C/C=C(C)C.CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
5090,4,C=C(C)/C=C/C=C(C)C.CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
5091,4,C=C(C)/C=C/C=C(C)C.CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
5092,4,C=C(C)/C=C/C=C(C)C.CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
5093,4,C=C(C)/C=C/C=C(C)C.CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
5094,0,CC(C)=C(C)C.CNC(=O)C(c1ccccc1)=[N+](C)[CH-]C(C)=O
5095,1,CNC(=O)C(=[O+][C-](C)C(=O)OC)c1ccccc1.CNC(N)=[NH2+]
