reaction_id,verdict,failed_checks,warn_flags,dE_act_kcal,dE_rxn_kcal,max_abs_res_cons_kcal,max_abs_res_ref_kcal,offset_spread_kcal,recovered,level_ok,n_points,n_components_ok,dStrain_TS,dElst_TS,dPauli_TS,dOi_TS,dDisp_TS
T1x_C5H7NO_rxn06812,WARN,,recovered,103.332253,42.434044,0.002039,0.004769,0.003583,True,True,3,3,32.407302,-18.651817,133.590972,-43.970403,-0.042257
T1x_C5H7NO_rxn06829,WARN,,recovered;sign_pauli;sign_oi,67.439321,52.159368,0.003185,0.004338,0.004994,True,True,3,3,5.808024,104.619946,-129.455123,85.9907,0.477584
T1x_C5H7NO_rxn06881,WARN,,recovered,73.479665,67.849331,0.003607,0.002395,0.004563,True,True,3,3,19.073162,-22.10472,117.708017,-40.96669,-0.229148
T1x_C5H7N_rxn06393,WARN,,recovered;sign_oi,67.654838,14.659802,0.00397,0.00227,0.00397,True,True,3,3,28.533195,20.348449,0.428721,19.287055,-0.945617
T1x_C5H7N_rxn06400,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:strain,112.033554,103.918132,0.003429,0.004171,0.003429,True,True,3,3,-282.170467,190.396846,-549.349168,753.971844,-0.812797
T1x_C5H7N_rxn06440,WARN,,recovered;sign_strain;sign_oi,87.590411,22.37313,0.00193,0.001411,0.00193,True,True,3,3,-11.128312,9.881928,37.022575,52.135375,-0.319224
T1x_C5H7N_rxn06490,WARN,,recovered,107.408707,40.332525,0.002402,0.002839,0.002402,True,True,3,3,24.255595,-23.922752,154.150689,-47.005247,-0.067175
T1x_C5H7N_rxn06493,WARN,,recovered;sign_oi,88.320812,10.133335,0.001566,0.000866,0.001566,True,True,3,3,46.630012,5.561329,15.627084,20.715828,-0.214339
T1x_C5H7N_rxn06520,WARN,,recovered,78.710722,70.911031,0.001107,0.00122,0.001107,True,True,3,3,44.62569,-18.252229,161.843479,-109.374536,-0.132788
T1x_C5H8N2_rxn06972,WARN,,recovered;sign_pauli;sign_oi,175.659557,23.720084,0.002849,0.002705,0.002849,True,True,3,3,116.999699,21.48788,-20.448546,58.432986,-0.813385
T1x_C5H8N2_rxn07044,WARN,,recovered,104.976109,35.90737,0.007558,0.005976,0.007558,True,True,3,3,21.002842,-24.320814,153.859433,-45.499103,-0.073808
T1x_C5H8N2_rxn07049,WARN,,recovered,75.868542,55.622135,0.004434,0.002852,0.004434,True,True,3,3,67.398992,2.702511,12.874314,-7.177518,0.065809
T1x_C5H8N2_rxn07102,WARN,,recovered,155.902596,51.458307,0.006917,0.008936,0.006917,True,True,3,3,71.623452,-82.578704,290.016484,-123.30174,0.145133
T1x_C5H8N2_rxn07144,WARN,,recovered,101.030501,37.304705,0.004094,0.004231,0.008183,True,True,3,3,42.19699,-3.180579,63.766791,-1.384434,-0.364172
T1x_C5H8O2_rxn07839,WARN,,recovered;sign_pauli;sign_oi,120.343958,44.392223,0.010172,0.014414,0.017826,True,True,3,3,24.825087,84.341955,-188.375893,200.193108,-0.632646
T1x_C5H8O2_rxn07848,WARN,,recovered,34.432692,-12.103519,0.003435,0.002049,0.003435,True,True,3,3,32.78915,-2.693351,8.568622,-4.23293,-0.002235
T1x_C5H8O2_rxn07853,WARN,,recovered,73.583406,51.087768,0.005918,0.006134,0.007219,True,True,3,3,43.31039,-3.725843,45.542741,-11.68319,0.140609
T1x_C5H8O2_rxn07858,WARN,,recovered,69.809709,25.481479,0.003993,0.004713,0.004803,True,True,3,3,36.346689,-31.737033,227.995366,-163.183646,0.387522
T1x_C5H8O_rxn07178,WARN,,recovered,73.547718,36.599235,0.003416,0.003036,0.003416,True,True,3,3,50.062063,-15.845027,121.265501,-81.94897,0.016946
T1x_C5H8O_rxn07246,FAIL,1,recovered,76.715785,28.094849,,,,True,True,3,0,,,,,
T1x_C5H8O_rxn07276,WARN,,recovered,68.195236,0.531744,0.000265,0.000282,0.000265,True,True,3,3,15.836942,-6.615644,113.974369,-54.847659,-0.152783
T1x_C5H8O_rxn07305,FAIL,1,recovered,72.575625,66.298361,0.006863,0.005777,0.006863,True,True,3,2,50.879441,-31.834732,210.851254,-157.265539,-0.047935
T1x_C5H8O_rxn07489,WARN,,recovered,71.680169,-25.513274,0.00275,0.003831,0.00275,True,True,3,3,33.156616,-34.330008,93.677342,-20.530364,-0.290668
T1x_C5H8O_rxn07590,WARN,,recovered;sign_pauli;sign_oi,143.421658,22.620808,0.031484,0.028418,0.031484,True,True,3,3,53.403754,388.048056,-1029.202119,731.316287,-0.171053
T1x_C5H8_rxn06923,WARN,,recovered,127.51587,48.736056,0.000648,0.000612,0.000648,True,True,3,3,63.850727,-10.353129,115.268686,-41.350525,0.099464
T1x_C5H8_rxn06926,WARN,,recovered;conservation_soft,89.862766,68.571056,0.183835,0.183223,0.183835,True,True,3,3,40.352212,-7.749397,129.866016,-72.63836,0.032093
T1x_C5H8_rxn06928,WARN,,recovered;sign_strain;sign_pauli;sign_oi,110.764733,28.511346,0.001342,0.001587,0.001342,True,True,3,3,-108.949738,132.71611,-256.490417,344.778719,-1.290825
T1x_C5H8_rxn06946,WARN,,recovered;sign_strain;sign_pauli;sign_oi,166.153439,95.560246,0.00226,0.002273,0.00226,True,True,3,3,-77.915702,143.643638,-631.813262,733.496526,-1.260022
T1x_C5H9NO_rxn07919,WARN,,recovered;sign_strain;sign_pauli;sign_oi,212.279364,35.100533,0.005213,0.008083,0.008702,True,True,3,3,-116.436865,116.969339,-353.222989,566.268299,-1.293206
T1x_C5H9NO_rxn07949,WARN,,recovered;sign_strain;sign_pauli;sign_oi,84.313829,19.412225,0.006002,0.004419,0.006002,True,True,3,3,-127.681459,122.796305,-490.035272,581.006928,-1.766673
T1x_C5H9NO_rxn08047,FAIL,4,recovered;sign_pauli;sign_oi,98.624052,7.055719,1.073851,1.075337,1.079449,True,True,3,3,42.960193,78.359429,-94.06377,70.675663,-0.381314
T1x_C5H9NO_rxn08074,WARN,,recovered,82.525281,40.93834,0.005314,0.004412,0.005314,True,True,3,3,59.104437,-39.300296,181.445209,-118.085463,-0.642563
T1x_C5H9NO_rxn08094,WARN,,recovered;sign_strain;sign_pauli;sign_oi,77.935639,10.159847,0.004189,0.006284,0.004189,True,True,3,3,-128.808174,131.051345,-393.486298,469.496572,-0.313617
T1x_C5H9N_rxn07911,WARN,,recovered,78.447688,67.820264,0.0022,0.002164,0.002707,True,True,3,3,37.494215,-29.864979,185.470439,-114.601014,-0.053173
T1x_C5H9N_rxn07916,WARN,,recovered,100.556701,32.732862,0.001149,0.001191,0.001828,True,True,3,3,15.417498,-29.800981,168.488392,-53.600988,0.052101
T1x_C6H10O_rxn08292,WARN,,recovered;sign_strain;sign_pauli;sign_oi,79.019117,16.86286,0.000666,0.001886,0.00118,True,True,3,3,-152.501641,154.633555,-247.247237,325.02923,-0.895304
T1x_C6H10O_rxn08322,WARN,,recovered;sign_strain;sign_pauli;sign_oi,58.92833,26.507583,0.005487,0.002914,0.005487,True,True,3,3,-142.631637,66.927068,-86.906407,222.635844,-1.102026
T1x_C6H10O_rxn08351,FAIL,4,recovered;sign_pauli;sign_oi,244.679393,24.19937,15.64357,15.642137,15.64357,True,True,3,3,214.477304,84.93958,-190.400653,119.928111,0.091482
T1x_C6H10O_rxn08458,WARN,,recovered,68.790528,-3.517741,0.005731,0.002914,0.005731,True,True,3,3,0.710123,-43.373961,220.80854,-109.185437,-0.163008
T1x_C6H10O_rxn08544,FAIL,4,recovered;sign_strain;sign_pauli;sign_oi,171.585158,61.566423,4.809572,4.808421,4.809572,True,True,3,3,-71.959082,132.150208,-600.572801,718.102857,-1.326452
T1x_C6H10_rxn08256,WARN,,recovered;sign_strain;sign_pauli;sign_oi,133.14105,60.993727,0.002516,0.004528,0.002516,True,True,3,3,-88.063229,261.144107,-790.038589,749.965367,0.135723
T1x_C6H12O_rxn08696,WARN,,recovered;sign_strain;sign_pauli;sign_oi,65.520287,16.253124,0.013077,0.012363,0.013077,True,True,3,3,-185.305622,174.754101,-525.790546,601.720055,0.143004
T1x_C6H12O_rxn08705,WARN,,recovered;sign_pauli;sign_oi,104.929471,4.282823,0.005338,0.007688,0.005338,True,True,3,3,47.783352,68.187258,-66.091693,55.572784,-0.521708
T1x_C6H12O_rxn08764,WARN,,recovered;sign_pauli;sign_oi,97.04864,-2.368535,0.051078,0.039504,0.051078,True,True,3,3,47.726311,121.582055,-274.454173,204.188531,-2.045162
T1x_C6H12O_rxn08787,WARN,,recovered;sign_pauli;sign_oi,106.141961,1.250259,0.015387,0.013086,0.015387,True,True,3,3,40.443213,85.611993,-110.558251,91.597943,-0.968324
T1x_C6H12O_rxn08795,WARN,,recovered;sign_strain;sign_pauli;sign_oi,87.183644,27.412262,0.005108,0.006241,0.005108,True,True,3,3,-71.695072,274.474819,-748.267839,633.287175,-0.617196
T1x_C6H12O_rxn08823,WARN,,recovered,53.269196,35.22785,0.000994,0.002501,0.001954,True,True,3,3,31.33364,-18.905156,160.042126,-119.080073,-0.120347
T1x_C6H12O_rxn08867,WARN,,recovered;sign_strain;sign_pauli;sign_oi,176.059082,32.036982,0.000467,0.001579,0.000467,True,True,3,3,-1.178057,288.308383,-800.298177,689.595001,-0.368187
T1x_C6H12_rxn08618,WARN,,recovered;conservation_soft;sign_pauli;sign_oi,110.900153,1.693613,0.140524,0.143471,0.140524,True,True,3,3,53.993067,42.867541,-10.128661,24.5903,-0.562619
T1x_C6H12_rxn08626.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C6H12_rxn08641,WARN,,recovered,75.724459,68.589527,0.002546,0.00201,0.002772,True,True,3,3,52.309855,-36.866085,250.35981,-190.150291,0.068624
T1x_C6H12_rxn08646.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C6H13N_rxn08886.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C6H5N_rxn08951,WARN,,recovered;sign_oi,51.383886,34.930592,0.001682,0.000871,0.001682,True,True,3,3,17.743517,-2.542423,29.703272,6.995562,-0.51436
T1x_C6H6O_rxn08984,WARN,,recovered,67.965696,67.889116,0.010899,0.010144,0.014247,True,True,3,3,32.919524,-32.027423,191.770114,-124.292805,-0.392814
T1x_C6H6O_rxn09014,WARN,,recovered,78.295425,59.839465,0.001633,0.0016,0.001633,True,True,3,3,47.107748,-32.376124,259.977561,-196.553994,0.141482
T1x_C6H8O_rxn09259,WARN,,recovered,101.928672,87.089747,0.002637,0.002367,0.002637,True,True,3,3,66.76817,-13.439192,138.042251,-89.105388,-0.339806
T1x_C6H8O_rxn09266,WARN,,recovered,71.745766,37.836862,0.004134,0.004365,0.005492,True,True,3,3,39.435412,-25.700638,133.020091,-75.030042,0.019585
T1x_C6H8O_rxn09297,WARN,,recovered,90.36823,56.932698,0.0037,0.004922,0.0037,True,True,3,3,43.852008,-44.646086,193.009497,-101.53372,-0.309768
T1x_C6H8O_rxn09375,WARN,,recovered;sign_oi,128.340701,82.205441,0.003242,0.004279,0.003242,True,True,3,3,24.271895,45.32971,24.590141,33.444077,0.701637
T1x_C6H9N_rxn09462,WARN,,recovered,135.689172,77.686892,0.001538,0.001238,0.001538,True,True,3,3,78.978647,-13.717284,146.051822,-75.636708,0.011177
T1x_C6H9N_rxn09482,WARN,,recovered,76.92996,-15.656256,0.004612,0.002816,0.004612,True,True,3,3,1.874798,-24.975171,157.637561,-56.949163,-0.65368
T1x_C7H10_rxn09639.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C7H10_rxn09676,WARN,,recovered,71.675335,54.578218,0.003335,0.004025,0.003335,True,True,3,3,40.616556,-10.751119,113.995485,-71.915556,-0.273366
T1x_C7H10_rxn09691,WARN,,recovered;sign_strain;sign_pauli;sign_oi,228.239122,100.877838,0.001946,0.002512,0.001946,True,True,3,3,-42.151447,159.564646,-701.07272,811.877506,0.019192
T1x_C7H12_rxn09724,WARN,,recovered;sign_strain;sign_pauli;sign_oi,124.614892,60.592949,0.005319,0.011775,0.005319,True,True,3,3,-90.045575,275.418685,-812.068921,751.514488,-0.204097
T1x_C7H12_rxn09748,FAIL,4,recovered;sign_pauli;sign_oi,118.63198,0.615541,6.950888,6.949497,6.950888,True,True,3,3,0.155436,43.51074,-61.215464,130.106782,-0.876403
T1x_C7H8_rxn09794,WARN,,recovered,82.396513,45.610394,0.001229,0.008307,0.002025,True,True,3,3,8.676853,-89.293939,320.212464,-155.598529,-1.601564
T1x_C7H8_rxn09797,WARN,,recovered;sign_oi,81.247545,35.616146,0.006257,0.006422,0.009034,True,True,3,3,0.67549,14.049274,29.882072,36.921939,-0.278453
